rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
1,2733,205130,1.485,29542,6.94,7.2,0.45,81.7,181.4,0.59,4.03,167,7,14,"{'tl_len': 210, 'vol_mult': 0.0, 'stop_mult': 0.3, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.35, 'min_brk': 0.1, 'ema_len': 860, 'atr_len': 128, 'regime_len': 90, 'cooldown_bars': 215, 'freeze_overnight': True, 'breakeven_R': 3.0}"
2,2115,245699,1.626,39455,6.23,11.8,0.553,77.6,140.4,0.68,4.06,210,7,16,"{'tl_len': 158, 'vol_mult': 2.0, 'stop_mult': 0.6, 'act_R': 2.5, 'trail_frac': 4.0, 'buf_atr': 0.9, 'min_brk': 1.6, 'ema_len': 1620, 'atr_len': 128, 'regime_len': 25, 'cooldown_bars': 195, 'freeze_overnight': False, 'breakeven_R': 1.5}"
3,5301,122730,1.207,44956,2.73,6.8,0.193,67.8,351.9,0.38,1.61,120,3,16,"{'tl_len': 122, 'vol_mult': 1.4, 'stop_mult': 0.7, 'act_R': 1.5, 'trail_frac': 4.0, 'buf_atr': 0.15, 'min_brk': 0.7, 'ema_len': 1620, 'atr_len': 112, 'regime_len': 40, 'cooldown_bars': 5, 'freeze_overnight': False, 'breakeven_R': 0.5}"
4,3926,232335,1.296,24502,9.48,14.4,0.253,66.0,260.6,0.72,2.95,234,6,16,"{'tl_len': 186, 'vol_mult': 0.2, 'stop_mult': 0.4, 'act_R': 1.5, 'trail_frac': 2.0, 'buf_atr': 0.4, 'min_brk': 2.9, 'ema_len': 340, 'atr_len': 48, 'regime_len': 20, 'cooldown_bars': 75, 'freeze_overnight': True, 'breakeven_R': 3.0}"
5,4349,153716,1.252,28816,5.33,12.3,0.221,63.8,288.7,0.4,1.52,160,4,15,"{'tl_len': 114, 'vol_mult': 0.4, 'stop_mult': 1.4, 'act_R': 2.0, 'trail_frac': 3.0, 'buf_atr': 0.95, 'min_brk': 1.5, 'ema_len': 300, 'atr_len': 140, 'regime_len': 90, 'cooldown_bars': 205, 'freeze_overnight': False, 'breakeven_R': 0.5}"
6,2073,165664,1.483,20368,8.13,14.1,0.415,57.1,137.6,0.56,3.36,193,6,12,"{'tl_len': 202, 'vol_mult': 3.4, 'stop_mult': 0.5, 'act_R': 3.0, 'trail_frac': 2.5, 'buf_atr': 0.05, 'min_brk': 0.7, 'ema_len': 1460, 'atr_len': 96, 'regime_len': 95, 'cooldown_bars': 215, 'freeze_overnight': False, 'breakeven_R': 2.0}"
7,4801,190581,1.211,33603,5.67,16.7,0.176,56.1,318.7,0.57,1.7,226,6,16,"{'tl_len': 78, 'vol_mult': 0.5, 'stop_mult': 1.0, 'act_R': 3.0, 'trail_frac': 3.0, 'buf_atr': 1.0, 'min_brk': 0.4, 'ema_len': 380, 'atr_len': 24, 'regime_len': 35, 'cooldown_bars': 5, 'freeze_overnight': False, 'breakeven_R': 1.0}"
8,4320,87392,1.21,47709,1.83,8.4,0.192,55.1,286.8,0.23,1.97,105,2,16,"{'tl_len': 50, 'vol_mult': 3.4, 'stop_mult': 0.4, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.6, 'min_brk': 1.7, 'ema_len': 1380, 'atr_len': 120, 'regime_len': 0, 'cooldown_bars': 0, 'freeze_overnight': False, 'breakeven_R': 2.0}"
9,2755,196867,1.345,20645,9.54,15.4,0.292,53.4,182.9,0.71,2.4,245,6,13,"{'tl_len': 82, 'vol_mult': 1.3, 'stop_mult': 1.0, 'act_R': 3.0, 'trail_frac': 3.5, 'buf_atr': 0.45, 'min_brk': 2.7, 'ema_len': 1020, 'atr_len': 32, 'regime_len': 30, 'cooldown_bars': 140, 'freeze_overnight': True, 'breakeven_R': 1.0}"
10,2700,141206,1.321,23670,5.97,11.5,0.284,50.9,179.2,0.48,2.7,184,5,14,"{'tl_len': 182, 'vol_mult': 2.6, 'stop_mult': 0.4, 'act_R': 1.5, 'trail_frac': 3.5, 'buf_atr': 0.7, 'min_brk': 1.8, 'ema_len': 620, 'atr_len': 44, 'regime_len': 45, 'cooldown_bars': 85, 'freeze_overnight': False, 'breakeven_R': 3.0}"
11,3731,233636,1.246,37286,6.27,16.9,0.204,50.6,247.7,0.64,1.93,307,6,14,"{'tl_len': 250, 'vol_mult': 0.9, 'stop_mult': 0.8, 'act_R': 0.0, 'trail_frac': 2.5, 'buf_atr': 0.75, 'min_brk': 2.6, 'ema_len': 180, 'atr_len': 112, 'regime_len': 90, 'cooldown_bars': 35, 'freeze_overnight': True, 'breakeven_R': 0.5}"
12,3484,129941,1.233,32363,4.02,11.8,0.206,47.6,231.3,0.51,1.36,181,4,13,"{'tl_len': 198, 'vol_mult': 0.5, 'stop_mult': 1.0, 'act_R': 3.0, 'trail_frac': 1.5, 'buf_atr': 0.85, 'min_brk': 1.4, 'ema_len': 940, 'atr_len': 28, 'regime_len': 90, 'cooldown_bars': 235, 'freeze_overnight': False, 'breakeven_R': 0.5}"
13,2135,173591,1.374,40418,4.29,11.2,0.332,47.0,141.7,0.48,2.37,245,4,16,"{'tl_len': 230, 'vol_mult': 3.3, 'stop_mult': 0.7, 'act_R': 0.0, 'trail_frac': 3.5, 'buf_atr': 0.45, 'min_brk': 2.9, 'ema_len': 180, 'atr_len': 152, 'regime_len': 10, 'cooldown_bars': 50, 'freeze_overnight': True, 'breakeven_R': 0.5}"
14,2647,165165,1.319,27848,5.93,17.2,0.264,46.4,175.7,0.55,2.3,236,6,15,"{'tl_len': 146, 'vol_mult': 2.4, 'stop_mult': 0.7, 'act_R': 1.5, 'trail_frac': 3.0, 'buf_atr': 0.65, 'min_brk': 1.2, 'ema_len': 780, 'atr_len': 120, 'regime_len': 100, 'cooldown_bars': 120, 'freeze_overnight': False, 'breakeven_R': 1.5}"
15,2283,180969,1.347,23469,7.71,12.7,0.303,45.9,151.6,0.57,2.59,262,6,13,"{'tl_len': 142, 'vol_mult': 2.2, 'stop_mult': 0.6, 'act_R': 1.0, 'trail_frac': 4.0, 'buf_atr': 0.75, 'min_brk': 1.1, 'ema_len': 580, 'atr_len': 56, 'regime_len': 85, 'cooldown_bars': 90, 'freeze_overnight': True, 'breakeven_R': 3.0}"
16,1344,278948,1.623,25310,11.02,18.8,0.505,45.1,89.2,0.66,2.88,411,6,16,"{'tl_len': 150, 'vol_mult': 1.1, 'stop_mult': 1.0, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.1, 'min_brk': 2.3, 'ema_len': 1540, 'atr_len': 40, 'regime_len': 95, 'cooldown_bars': 135, 'freeze_overnight': False, 'breakeven_R': 2.5}"
17,3851,214374,1.218,40361,5.31,23.8,0.166,42.4,255.6,0.59,1.27,335,6,17,"{'tl_len': 90, 'vol_mult': 0.4, 'stop_mult': 1.8, 'act_R': 0.0, 'trail_frac': 2.0, 'buf_atr': 0.05, 'min_brk': 2.3, 'ema_len': 940, 'atr_len': 144, 'regime_len': 5, 'cooldown_bars': 15, 'freeze_overnight': True, 'breakeven_R': 0.5}"
18,2452,116595,1.293,22934,5.08,11.3,0.26,42.4,162.8,0.44,2.38,183,5,17,"{'tl_len': 174, 'vol_mult': 2.8, 'stop_mult': 0.4, 'act_R': 0.0, 'trail_frac': 3.0, 'buf_atr': 0.45, 'min_brk': 3.0, 'ema_len': 620, 'atr_len': 156, 'regime_len': 75, 'cooldown_bars': 150, 'freeze_overnight': True, 'breakeven_R': 2.5}"
19,4299,113568,1.176,24670,4.6,16.1,0.148,42.2,285.4,0.49,1.39,179,5,13,"{'tl_len': 78, 'vol_mult': 0.2, 'stop_mult': 1.1, 'act_R': 1.0, 'trail_frac': 2.5, 'buf_atr': 0.55, 'min_brk': 1.5, 'ema_len': 1300, 'atr_len': 92, 'regime_len': 60, 'cooldown_bars': 195, 'freeze_overnight': True, 'breakeven_R': 0.5}"
20,2233,195229,1.333,51810,3.77,14.6,0.284,42.1,148.2,0.42,2.24,308,6,14,"{'tl_len': 254, 'vol_mult': 1.4, 'stop_mult': 0.5, 'act_R': 1.0, 'trail_frac': 3.0, 'buf_atr': 0.8, 'min_brk': 1.7, 'ema_len': 420, 'atr_len': 56, 'regime_len': 5, 'cooldown_bars': 220, 'freeze_overnight': False, 'breakeven_R': 2.0}"
21,1611,157934,1.457,23413,6.75,16.5,0.382,40.8,106.9,0.54,2.15,257,4,15,"{'tl_len': 174, 'vol_mult': 4.4, 'stop_mult': 1.3, 'act_R': 2.5, 'trail_frac': 3.5, 'buf_atr': 0.5, 'min_brk': 1.9, 'ema_len': 260, 'atr_len': 144, 'regime_len': 55, 'cooldown_bars': 115, 'freeze_overnight': False, 'breakeven_R': 1.0}"
22,2581,115879,1.272,26640,4.35,13.4,0.235,40.3,171.3,0.42,2.15,191,4,13,"{'tl_len': 106, 'vol_mult': 3.3, 'stop_mult': 0.6, 'act_R': 0.5, 'trail_frac': 3.5, 'buf_atr': 0.85, 'min_brk': 0.7, 'ema_len': 500, 'atr_len': 24, 'regime_len': 75, 'cooldown_bars': 185, 'freeze_overnight': True, 'breakeven_R': 3.0}"
23,3142,148230,1.229,55018,2.69,17.3,0.189,39.5,208.6,0.51,1.1,249,5,18,"{'tl_len': 186, 'vol_mult': 0.9, 'stop_mult': 1.6, 'act_R': 2.0, 'trail_frac': 2.0, 'buf_atr': 0.5, 'min_brk': 2.7, 'ema_len': 660, 'atr_len': 176, 'regime_len': 35, 'cooldown_bars': 65, 'freeze_overnight': False, 'breakeven_R': 0.5}"
24,3117,110622,1.213,34756,3.18,11.2,0.189,39.1,206.9,0.46,1.83,188,4,15,"{'tl_len': 186, 'vol_mult': 2.5, 'stop_mult': 0.4, 'act_R': 2.0, 'trail_frac': 2.5, 'buf_atr': 0.8, 'min_brk': 0.0, 'ema_len': 500, 'atr_len': 132, 'regime_len': 20, 'cooldown_bars': 120, 'freeze_overnight': True, 'breakeven_R': 2.5}"
25,1510,296854,1.507,63490,4.68,23.0,0.39,39.1,100.2,0.65,2.31,504,6,14,"{'tl_len': 150, 'vol_mult': 0.0, 'stop_mult': 1.3, 'act_R': 0.0, 'trail_frac': 3.5, 'buf_atr': 0.5, 'min_brk': 3.0, 'ema_len': 300, 'atr_len': 124, 'regime_len': 20, 'cooldown_bars': 110, 'freeze_overnight': False, 'breakeven_R': 1.5}"
26,3501,75308,1.175,32522,2.32,7.9,0.162,37.6,232.4,0.32,1.57,133,4,13,"{'tl_len': 214, 'vol_mult': 1.2, 'stop_mult': 0.3, 'act_R': 0.5, 'trail_frac': 3.0, 'buf_atr': 0.55, 'min_brk': 0.6, 'ema_len': 1340, 'atr_len': 128, 'regime_len': 40, 'cooldown_bars': 200, 'freeze_overnight': False, 'breakeven_R': 1.0}"
27,1905,97881,1.323,21854,4.48,8.7,0.295,37.3,126.5,0.35,1.37,174,4,17,"{'tl_len': 202, 'vol_mult': 4.3, 'stop_mult': 1.4, 'act_R': 2.5, 'trail_frac': 4.0, 'buf_atr': 0.65, 'min_brk': 1.8, 'ema_len': 180, 'atr_len': 140, 'regime_len': 55, 'cooldown_bars': 135, 'freeze_overnight': False, 'breakeven_R': 0.5}"
28,1653,248137,1.407,46782,5.3,16.6,0.339,37.2,109.7,0.57,2.38,443,6,14,"{'tl_len': 182, 'vol_mult': 1.5, 'stop_mult': 0.8, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.85, 'min_brk': 0.2, 'ema_len': 940, 'atr_len': 104, 'regime_len': 5, 'cooldown_bars': 125, 'freeze_overnight': True, 'breakeven_R': 0.0}"
29,2655,311373,1.278,50630,6.15,24.9,0.209,36.8,176.3,0.6,1.67,561,8,16,"{'tl_len': 170, 'vol_mult': 0.8, 'stop_mult': 1.0, 'act_R': 2.5, 'trail_frac': 2.5, 'buf_atr': 0.9, 'min_brk': 1.3, 'ema_len': 1380, 'atr_len': 106, 'regime_len': 0, 'cooldown_bars': 0, 'freeze_overnight': False, 'breakeven_R': 1.5}"
30,1703,124822,1.376,28670,4.35,15.6,0.317,35.9,113.1,0.45,2.17,231,6,16,"{'tl_len': 130, 'vol_mult': 3.8, 'stop_mult': 0.9, 'act_R': 2.0, 'trail_frac': 4.0, 'buf_atr': 0.7, 'min_brk': 2.9, 'ema_len': 340, 'atr_len': 60, 'regime_len': 60, 'cooldown_bars': 75, 'freeze_overnight': False, 'breakeven_R': 1.5}"
31,1692,180982,1.404,20518,8.82,21.7,0.316,35.5,112.3,0.76,2.59,338,6,13,"{'tl_len': 282, 'vol_mult': 3.3, 'stop_mult': 0.6, 'act_R': 1.0, 'trail_frac': 2.5, 'buf_atr': 0.6, 'min_brk': 2.9, 'ema_len': 540, 'atr_len': 64, 'regime_len': 60, 'cooldown_bars': 120, 'freeze_overnight': False, 'breakeven_R': 3.0}"
32,5492,158016,1.137,46333,3.41,30.0,0.096,35.0,364.6,0.49,1.13,300,4,15,"{'tl_len': 130, 'vol_mult': 0.3, 'stop_mult': 1.1, 'act_R': 0.5, 'trail_frac': 1.5, 'buf_atr': 0.0, 'min_brk': 0.2, 'ema_len': 780, 'atr_len': 76, 'regime_len': 100, 'cooldown_bars': 30, 'freeze_overnight': False, 'breakeven_R': 1.0}"
33,1565,265041,1.44,42832,6.19,25.9,0.326,33.9,103.9,0.72,2.18,520,8,13,"{'tl_len': 98, 'vol_mult': 1.3, 'stop_mult': 1.6, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.1, 'min_brk': 2.3, 'ema_len': 860, 'atr_len': 20, 'regime_len': 40, 'cooldown_bars': 180, 'freeze_overnight': False, 'breakeven_R': 2.5}"
34,1804,215614,1.374,21697,9.94,24.6,0.282,33.8,119.8,0.74,1.58,424,7,12,"{'tl_len': 250, 'vol_mult': 2.8, 'stop_mult': 2.0, 'act_R': 1.0, 'trail_frac': 2.5, 'buf_atr': 0.8, 'min_brk': 0.8, 'ema_len': 420, 'atr_len': 80, 'regime_len': 65, 'cooldown_bars': 30, 'freeze_overnight': True, 'breakeven_R': 0.5}"
35,5081,55015,1.106,28710,1.92,6.5,0.099,33.4,337.3,0.24,1.26,109,4,16,"{'tl_len': 82, 'vol_mult': 1.8, 'stop_mult': 0.3, 'act_R': 2.0, 'trail_frac': 4.0, 'buf_atr': 0.75, 'min_brk': 1.5, 'ema_len': 260, 'atr_len': 28, 'regime_len': 25, 'cooldown_bars': 130, 'freeze_overnight': True, 'breakeven_R': 2.0}"
36,1846,231368,1.339,45224,5.12,20.6,0.269,33.0,122.5,0.59,1.72,466,6,15,"{'tl_len': 154, 'vol_mult': 0.9, 'stop_mult': 1.2, 'act_R': 0.0, 'trail_frac': 4.0, 'buf_atr': 1.0, 'min_brk': 0.8, 'ema_len': 1180, 'atr_len': 144, 'regime_len': 5, 'cooldown_bars': 160, 'freeze_overnight': False, 'breakeven_R': 2.0}"
37,2369,187142,1.262,32252,5.8,21.4,0.206,32.4,157.3,0.59,1.87,383,7,15,"{'tl_len': 106, 'vol_mult': 2.4, 'stop_mult': 0.9, 'act_R': 3.0, 'trail_frac': 3.0, 'buf_atr': 0.6, 'min_brk': 2.6, 'ema_len': 260, 'atr_len': 108, 'regime_len': 5, 'cooldown_bars': 55, 'freeze_overnight': True, 'breakeven_R': 0.0}"
38,3152,174307,1.212,30516,5.71,28.2,0.152,31.9,209.2,0.56,1.42,363,5,15,"{'tl_len': 82, 'vol_mult': 0.6, 'stop_mult': 1.5, 'act_R': 0.0, 'trail_frac': 3.0, 'buf_atr': 0.3, 'min_brk': 0.5, 'ema_len': 1460, 'atr_len': 24, 'regime_len': 25, 'cooldown_bars': 140, 'freeze_overnight': False, 'breakeven_R': 2.0}"
39,3476,191148,1.176,47616,4.01,21.8,0.138,31.8,230.8,0.53,1.15,399,7,13,"{'tl_len': 162, 'vol_mult': 2.3, 'stop_mult': 1.3, 'act_R': 2.5, 'trail_frac': 2.0, 'buf_atr': 0.6, 'min_brk': 2.2, 'ema_len': 580, 'atr_len': 60, 'regime_len': 0, 'cooldown_bars': 110, 'freeze_overnight': True, 'breakeven_R': 0.5}"
40,3788,132579,1.174,33658,3.94,28.4,0.125,31.4,251.5,0.57,1.39,280,5,15,"{'tl_len': 166, 'vol_mult': 1.2, 'stop_mult': 0.8, 'act_R': 0.5, 'trail_frac': 1.0, 'buf_atr': 0.85, 'min_brk': 1.8, 'ema_len': 660, 'atr_len': 20, 'regime_len': 20, 'cooldown_bars': 190, 'freeze_overnight': True, 'breakeven_R': 1.0}"
41,1771,307944,1.371,40443,7.61,28.2,0.266,31.3,117.6,0.77,2.08,653,8,13,"{'tl_len': 54, 'vol_mult': 0.3, 'stop_mult': 1.8, 'act_R': 1.5, 'trail_frac': 4.0, 'buf_atr': 0.0, 'min_brk': 0.7, 'ema_len': 500, 'atr_len': 128, 'regime_len': 25, 'cooldown_bars': 20, 'freeze_overnight': True, 'breakeven_R': 0.0}"
42,3401,188270,1.185,39774,4.73,25.3,0.138,31.2,225.8,0.53,1.24,401,6,15,"{'tl_len': 230, 'vol_mult': 1.1, 'stop_mult': 1.2, 'act_R': 1.5, 'trail_frac': 1.5, 'buf_atr': 0.7, 'min_brk': 0.3, 'ema_len': 220, 'atr_len': 108, 'regime_len': 5, 'cooldown_bars': 75, 'freeze_overnight': True, 'breakeven_R': 0.5}"
43,5415,127409,1.101,71457,1.78,13.8,0.087,31.2,359.5,0.32,0.97,271,6,13,"{'tl_len': 246, 'vol_mult': 1.7, 'stop_mult': 0.5, 'act_R': 1.5, 'trail_frac': 2.0, 'buf_atr': 0.15, 'min_brk': 0.1, 'ema_len': 540, 'atr_len': 112, 'regime_len': 0, 'cooldown_bars': 35, 'freeze_overnight': True, 'breakeven_R': 0.5}"
44,4151,117131,1.135,73144,1.6,16.1,0.113,31.1,275.6,0.37,1.27,250,4,17,"{'tl_len': 50, 'vol_mult': 1.5, 'stop_mult': 0.8, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.3, 'min_brk': 1.7, 'ema_len': 140, 'atr_len': 128, 'regime_len': 50, 'cooldown_bars': 70, 'freeze_overnight': False, 'breakeven_R': 3.0}"
45,1089,239559,1.567,41338,5.8,24.2,0.43,31.1,72.3,0.69,2.7,511,6,13,"{'tl_len': 202, 'vol_mult': 4.4, 'stop_mult': 1.2, 'act_R': 2.0, 'trail_frac': 4.0, 'buf_atr': 1.0, 'min_brk': 0.0, 'ema_len': 260, 'atr_len': 104, 'regime_len': 25, 'cooldown_bars': 90, 'freeze_overnight': False, 'breakeven_R': 0.0}"
46,2000,197927,1.313,31179,6.35,25.3,0.234,31.0,132.8,0.48,1.86,423,7,14,"{'tl_len': 66, 'vol_mult': 2.7, 'stop_mult': 1.6, 'act_R': 1.5, 'trail_frac': 3.5, 'buf_atr': 0.5, 'min_brk': 1.3, 'ema_len': 1180, 'atr_len': 60, 'regime_len': 10, 'cooldown_bars': 35, 'freeze_overnight': True, 'breakeven_R': 2.5}"
47,3521,134964,1.163,38933,3.47,18.5,0.132,30.9,233.7,0.45,1.07,289,7,15,"{'tl_len': 74, 'vol_mult': 0.2, 'stop_mult': 2.0, 'act_R': 1.5, 'trail_frac': 3.5, 'buf_atr': 0.7, 'min_brk': 2.3, 'ema_len': 100, 'atr_len': 64, 'regime_len': 55, 'cooldown_bars': 235, 'freeze_overnight': True, 'breakeven_R': 0.5}"
48,3329,168625,1.181,67284,2.51,22.8,0.14,30.9,221.0,0.52,1.52,362,5,14,"{'tl_len': 238, 'vol_mult': 0.4, 'stop_mult': 0.6, 'act_R': 0.5, 'trail_frac': 1.5, 'buf_atr': 0.5, 'min_brk': 0.0, 'ema_len': 540, 'atr_len': 76, 'regime_len': 45, 'cooldown_bars': 95, 'freeze_overnight': True, 'breakeven_R': 2.0}"
49,2844,123666,1.193,27639,4.47,16.0,0.162,30.6,188.8,0.39,1.53,269,6,16,"{'tl_len': 86, 'vol_mult': 1.6, 'stop_mult': 0.8, 'act_R': 0.0, 'trail_frac': 4.0, 'buf_atr': 0.8, 'min_brk': 1.9, 'ema_len': 900, 'atr_len': 124, 'regime_len': 95, 'cooldown_bars': 140, 'freeze_overnight': False, 'breakeven_R': 3.0}"
50,2469,191995,1.224,34551,5.56,17.0,0.186,30.4,163.9,0.58,1.63,419,6,15,"{'tl_len': 294, 'vol_mult': 1.3, 'stop_mult': 0.7, 'act_R': 3.0, 'trail_frac': 1.0, 'buf_atr': 0.05, 'min_brk': 0.5, 'ema_len': 1020, 'atr_len': 108, 'regime_len': 55, 'cooldown_bars': 25, 'freeze_overnight': True, 'breakeven_R': 1.5}"
51,1286,232225,1.44,37305,6.23,21.4,0.346,29.5,85.4,0.68,2.28,523,7,17,"{'tl_len': 226, 'vol_mult': 2.3, 'stop_mult': 0.9, 'act_R': 1.0, 'trail_frac': 3.5, 'buf_atr': 0.1, 'min_brk': 2.3, 'ema_len': 620, 'atr_len': 140, 'regime_len': 10, 'cooldown_bars': 235, 'freeze_overnight': True, 'breakeven_R': 3.0}"
52,2441,58904,1.199,26022,2.26,8.3,0.182,29.5,162.0,0.3,1.57,132,5,14,"{'tl_len': 226, 'vol_mult': 3.0, 'stop_mult': 0.3, 'act_R': 0.0, 'trail_frac': 3.0, 'buf_atr': 0.55, 'min_brk': 1.1, 'ema_len': 1620, 'atr_len': 76, 'regime_len': 50, 'cooldown_bars': 225, 'freeze_overnight': True, 'breakeven_R': 1.0}"
53,6005,56567,1.083,66312,0.85,11.4,0.073,29.2,398.6,0.27,1.0,128,2,15,"{'tl_len': 174, 'vol_mult': 2.1, 'stop_mult': 0.3, 'act_R': 1.5, 'trail_frac': 1.0, 'buf_atr': 0.85, 'min_brk': 0.0, 'ema_len': 1020, 'atr_len': 92, 'regime_len': 15, 'cooldown_bars': 35, 'freeze_overnight': True, 'breakeven_R': 2.0}"
54,1418,239787,1.417,37047,6.47,26.0,0.309,29.1,94.1,0.66,2.19,548,7,14,"{'tl_len': 154, 'vol_mult': 2.1, 'stop_mult': 1.3, 'act_R': 1.0, 'trail_frac': 3.5, 'buf_atr': 0.3, 'min_brk': 1.2, 'ema_len': 780, 'atr_len': 144, 'regime_len': 35, 'cooldown_bars': 135, 'freeze_overnight': True, 'breakeven_R': 0.0}"
55,2286,340753,1.271,70980,4.8,29.9,0.19,28.8,151.8,0.62,1.77,785,8,14,"{'tl_len': 194, 'vol_mult': 2.4, 'stop_mult': 1.3, 'act_R': 3.0, 'trail_frac': 3.0, 'buf_atr': 0.85, 'min_brk': 0.7, 'ema_len': 100, 'atr_len': 84, 'regime_len': 0, 'cooldown_bars': 215, 'freeze_overnight': False, 'breakeven_R': 2.5}"
56,1956,107002,1.269,33627,3.18,17.5,0.222,28.8,129.8,0.38,1.48,247,5,16,"{'tl_len': 114, 'vol_mult': 3.6, 'stop_mult': 1.2, 'act_R': 2.0, 'trail_frac': 4.0, 'buf_atr': 0.55, 'min_brk': 0.7, 'ema_len': 1140, 'atr_len': 44, 'regime_len': 55, 'cooldown_bars': 65, 'freeze_overnight': False, 'breakeven_R': 1.5}"
57,2472,239662,1.272,42183,5.68,35.8,0.175,28.6,164.1,0.54,1.7,556,6,13,"{'tl_len': 70, 'vol_mult': 0.3, 'stop_mult': 1.7, 'act_R': 3.0, 'trail_frac': 3.0, 'buf_atr': 0.95, 'min_brk': 1.3, 'ema_len': 1460, 'atr_len': 172, 'regime_len': 15, 'cooldown_bars': 145, 'freeze_overnight': False, 'breakeven_R': 3.0}"
58,1824,129825,1.293,39793,3.26,19.7,0.235,28.5,121.1,0.42,1.71,303,7,14,"{'tl_len': 162, 'vol_mult': 3.1, 'stop_mult': 0.9, 'act_R': 0.0, 'trail_frac': 3.5, 'buf_atr': 0.25, 'min_brk': 0.6, 'ema_len': 1300, 'atr_len': 88, 'regime_len': 35, 'cooldown_bars': 95, 'freeze_overnight': False, 'breakeven_R': 2.0}"
59,1207,209718,1.45,41201,5.09,21.8,0.352,28.2,80.1,0.61,1.92,494,7,13,"{'tl_len': 250, 'vol_mult': 4.1, 'stop_mult': 1.6, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.35, 'min_brk': 0.6, 'ema_len': 180, 'atr_len': 100, 'regime_len': 70, 'cooldown_bars': 80, 'freeze_overnight': True, 'breakeven_R': 1.0}"
60,1721,225814,1.319,67912,3.33,23.9,0.242,27.7,114.2,0.61,1.76,541,8,15,"{'tl_len': 106, 'vol_mult': 1.0, 'stop_mult': 1.2, 'act_R': 0.0, 'trail_frac': 3.5, 'buf_atr': 0.35, 'min_brk': 1.2, 'ema_len': 820, 'atr_len': 20, 'regime_len': 90, 'cooldown_bars': 65, 'freeze_overnight': True, 'breakeven_R': 3.0}"
61,2579,226891,1.222,54535,4.16,27.7,0.16,27.5,171.2,0.59,1.29,548,7,16,"{'tl_len': 238, 'vol_mult': 1.4, 'stop_mult': 1.2, 'act_R': 2.0, 'trail_frac': 1.5, 'buf_atr': 0.6, 'min_brk': 1.8, 'ema_len': 380, 'atr_len': 124, 'regime_len': 95, 'cooldown_bars': 85, 'freeze_overnight': False, 'breakeven_R': 1.0}"
62,1539,84515,1.303,23557,3.59,13.5,0.262,26.8,102.2,0.33,1.77,209,4,14,"{'tl_len': 110, 'vol_mult': 4.6, 'stop_mult': 0.8, 'act_R': 2.0, 'trail_frac': 4.0, 'buf_atr': 0.7, 'min_brk': 1.2, 'ema_len': 740, 'atr_len': 112, 'regime_len': 55, 'cooldown_bars': 125, 'freeze_overnight': True, 'breakeven_R': 2.0}"
63,919,244458,1.552,65791,3.72,21.0,0.436,26.6,61.0,0.62,2.36,611,5,14,"{'tl_len': 226, 'vol_mult': 0.3, 'stop_mult': 1.0, 'act_R': 0.0, 'trail_frac': 4.0, 'buf_atr': 0.95, 'min_brk': 1.9, 'ema_len': 1620, 'atr_len': 40, 'regime_len': 35, 'cooldown_bars': 135, 'freeze_overnight': True, 'breakeven_R': 0.0}"
64,1491,242920,1.322,112254,2.16,16.6,0.269,26.6,99.0,0.49,1.59,607,6,13,"{'tl_len': 226, 'vol_mult': 1.8, 'stop_mult': 0.8, 'act_R': 3.0, 'trail_frac': 3.5, 'buf_atr': 0.75, 'min_brk': 0.8, 'ema_len': 1140, 'atr_len': 84, 'regime_len': 0, 'cooldown_bars': 55, 'freeze_overnight': True, 'breakeven_R': 1.5}"
65,1658,136012,1.307,26070,5.22,22.9,0.237,26.1,110.1,0.61,1.64,346,6,14,"{'tl_len': 254, 'vol_mult': 3.1, 'stop_mult': 0.9, 'act_R': 2.0, 'trail_frac': 2.0, 'buf_atr': 0.8, 'min_brk': 2.3, 'ema_len': 1500, 'atr_len': 80, 'regime_len': 35, 'cooldown_bars': 230, 'freeze_overnight': True, 'breakeven_R': 1.0}"
66,997,188945,1.473,34855,5.42,17.6,0.39,25.8,66.2,0.51,2.16,486,7,14,"{'tl_len': 298, 'vol_mult': 2.8, 'stop_mult': 0.9, 'act_R': 2.0, 'trail_frac': 4.0, 'buf_atr': 0.35, 'min_brk': 2.0, 'ema_len': 1420, 'atr_len': 96, 'regime_len': 35, 'cooldown_bars': 140, 'freeze_overnight': True, 'breakeven_R': 2.0}"
67,3449,134844,1.146,31303,4.31,26.6,0.108,24.6,229.0,0.44,0.77,364,6,15,"{'tl_len': 126, 'vol_mult': 1.6, 'stop_mult': 2.0, 'act_R': 2.5, 'trail_frac': 1.0, 'buf_atr': 0.45, 'min_brk': 1.4, 'ema_len': 1260, 'atr_len': 92, 'regime_len': 80, 'cooldown_bars': 35, 'freeze_overnight': False, 'breakeven_R': 1.0}"
