run,famKey,strategy,instrument,timeframe,verdict,source,stretch,n,years,pf,win_pct,evr,ryr,net,dd,wf_years_src,params
280,TTMSQZ,TTMSQZ_3_0_NQ15B.py,NQ,15m,WEAK,candidate,pre,292,15.06,1.698,48.3,0.361,7.0,3107,464,optimize window,"{""length"": 20, ""gate_mode"": ""sq_on"", ""gate_fired_k"": 3, ""direction"": ""both"", ""entry_fill"": ""range_break"", ""fade_bars"": 1, ""bb_mult"": 2.0, ""gate_len"": 20, ""kc_mult"": 1.5, ""gate_tf_min"": 60, ""stop_atr"": 2.0, ""min_sq_bars"": 1, ""exit_mode"": ""ride"", ""eod_cutoff"": 3}"
281,TTMSQZ,TTMSQZ_3_0_NQ15.py,NQ,15m,FAIL,champion,pre,314,15.06,1.161,37.3,0.101,2.1,7065,6385,optimize window,"{""length"": 20, ""gate_mode"": ""sq_on"", ""gate_fired_k"": 3, ""direction"": ""both"", ""entry_fill"": ""open"", ""fade_bars"": 1, ""bb_mult"": 2.0, ""gate_len"": 20, ""kc_mult"": 1.5, ""gate_tf_min"": 60, ""stop_atr"": 2.0, ""min_sq_bars"": 1, ""exit_mode"": ""fade"", ""eod_cutoff"": 3}"
281,TTMSQZ,TTMSQZ_3_0_NQ15.py,NQ,15m,FAIL,candidate,wf,214,8.08,1.823,46.7,0.439,11.6,2537,319,estimate: optimize yrs x WF trade share,"{""length"": 20, ""gate_mode"": ""sq_on"", ""gate_fired_k"": 3, ""direction"": ""both"", ""entry_fill"": ""open"", ""fade_bars"": 1, ""bb_mult"": 2.0, ""gate_len"": 20, ""kc_mult"": 1.5, ""gate_tf_min"": 60, ""stop_atr"": 2.0, ""min_sq_bars"": 1, ""exit_mode"": ""fade"", ""eod_cutoff"": 3}"
281,TTMSQZ,TTMSQZ_3_0_NQ15.py,NQ,15m,FAIL,candidate,pre,399,15.06,1.68,40.9,0.402,10.7,2578,319,optimize window,"{""length"": 20, ""gate_mode"": ""sq_on"", ""gate_fired_k"": 3, ""direction"": ""both"", ""entry_fill"": ""open"", ""fade_bars"": 1, ""bb_mult"": 2.0, ""gate_len"": 20, ""kc_mult"": 1.5, ""gate_tf_min"": 60, ""stop_atr"": 2.0, ""min_sq_bars"": 1, ""exit_mode"": ""fade"", ""eod_cutoff"": 3}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,champion,pre,1984,15.06,1.36,25.2,0.27,35.5,184826,49881,optimize window,"{""buf_atr"": 0.9, ""cooldown_bars"": 3, ""ema_len"": 1380, ""tl_len"": 170, ""vol_mult"": 0.8, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""atr_len"": 106, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,wf,1530,8.72,1.313,26.6,0.23,40.3,14880,2521,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 3, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,pre,2643,15.06,1.301,25.2,0.225,39.6,16587,2521,optimize window,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 3, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,wf,1531,8.73,1.31,26.6,0.228,40.0,14760,2521,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 4, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,pre,2642,15.06,1.299,25.2,0.224,39.3,16462,2521,optimize window,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 4, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,wf,1521,8.76,1.309,26.6,0.227,39.4,14720,2521,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 8, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,pre,2616,15.06,1.299,25.2,0.224,38.9,16468,2521,optimize window,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 8, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,wf,1526,8.76,1.306,26.6,0.225,39.1,14605,2521,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 7, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,pre,2625,15.06,1.296,25.2,0.221,38.6,16341,2521,optimize window,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 7, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,wf,1528,8.75,1.309,26.6,0.227,39.6,14715,2521,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 6, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,pre,2631,15.06,1.298,25.2,0.223,39.0,16442,2521,optimize window,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 6, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,wf,1528,8.73,1.309,26.5,0.227,39.7,14711,2521,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 5, ""act_R"": 2.5}"
283,ENGU-Q,ENGUQ_1M_ETH_COOLDOWN_1_0.py,NQ,1m,WEAK,candidate,pre,2635,15.06,1.298,25.2,0.223,39.1,16440,2521,optimize window,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 5, ""act_R"": 2.5}"
284,ENGU-Q,ENGUQ_1M_ETH_FROZEN_1_0.py,NQ,1m,PASS,champion,pre,1990,15.06,1.357,25.1,0.268,35.4,183829,49881,optimize window,"{""buf_atr"": 0.9, ""vol_mult"": 0.8, ""ema_len"": 1380, ""tl_len"": 170, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""atr_len"": 106, ""act_R"": 2.5}"
284,ENGU-Q,ENGUQ_1M_ETH_FROZEN_1_0.py,NQ,1m,PASS,candidate,wf,1537,8.72,1.304,26.5,0.223,39.3,14539,2521,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""ema_len"": 1380, ""breakeven_R"": 1.5, ""tl_len"": 170, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""vol_mult"": 0.8, ""atr_len"": 106, ""act_R"": 2.5}"
284,ENGU-Q,ENGUQ_1M_ETH_FROZEN_1_0.py,NQ,1m,PASS,candidate,pre,2655,15.06,1.293,25.2,0.219,38.6,16232,2521,optimize window,"{""buf_atr"": 0.9, ""ema_len"": 1380, ""breakeven_R"": 1.5, ""tl_len"": 170, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""vol_mult"": 0.8, ""atr_len"": 106, ""act_R"": 2.5}"
285,COMBINED,COMBINED (REAL): ORB234 + ENGUQ265 + NOISE243,,,PASS,champion,pre,7800,16.06,1.37,38.2,0.229,111.1,956516,67563,optimize window,"{""book"": [""ORB_3_6_C2.py"", ""ENGUQ_1M_ETH_ER25_1_0.py"", ""NOISE_1_0.py""]}"
286,ENGU-Q,ENGUQ_1M_ETH_CD5_1_0.py,NQ,1m,PASS,champion,pre,1979,15.06,1.349,25.1,0.261,34.3,180209,49881,optimize window,"{""buf_atr"": 0.9, ""cooldown_bars"": 5, ""ema_len"": 1380, ""tl_len"": 170, ""vol_mult"": 0.8, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""atr_len"": 106, ""act_R"": 2.5}"
286,ENGU-Q,ENGUQ_1M_ETH_CD5_1_0.py,NQ,1m,PASS,candidate,wf,1528,8.73,1.309,26.5,0.227,39.7,14711,2521,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 5, ""act_R"": 2.5}"
286,ENGU-Q,ENGUQ_1M_ETH_CD5_1_0.py,NQ,1m,PASS,candidate,pre,2635,15.06,1.298,25.2,0.223,39.1,16440,2521,optimize window,"{""buf_atr"": 0.9, ""atr_len"": 106, ""vol_mult"": 0.8, ""tl_len"": 170, ""ema_len"": 1380, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""cooldown_bars"": 5, ""act_R"": 2.5}"
287,COMBINED,COMBINED (ML-GATED): ORB234-rf + ENGUQ265-logistic + NOISE243-et,,,PASS,champion,pre,7800,16.06,1.37,38.2,0.229,111.1,956516,67563,optimize window,"{""book"": [""ORB_3_6_C2.py"", ""ENGUQ_1M_ETH_ER25_1_0.py"", ""NOISE_1_0.py""]}"
288,COMBINED,COMBINED (ML-GATED): ORB234-rf + ENGUQ265-logistic + NOISE243-et,,,PASS,champion,pre,5293,16.06,1.456,40.9,0.269,88.8,1333444,48623,optimize window,"{""book"": [""ORB_3_6_C2.py"", ""ENGUQ_1M_ETH_ER25_1_0.py"", ""NOISE_1_0.py""]}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,champion,pre,276,15.06,2.171,49.6,0.59,10.8,29253,3740,optimize window,"{""gate_len"": 20, ""stop_atr"": 1.5, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,wf,368,8.9,1.407,45.7,0.221,9.1,600,123,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.5, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,pre,623,15.06,1.441,46.7,0.235,9.7,849,123,optimize window,"{""stop_atr"": 2.5, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,wf,371,8.93,1.445,44.7,0.246,10.2,638,128,estimate: optimize yrs x WF trade share,"{""stop_atr"": 1.5, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,pre,626,15.06,1.461,45.7,0.25,10.4,868,128,optimize window,"{""stop_atr"": 1.5, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,wf,212,9.39,1.915,48.6,0.471,10.6,640,82,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.5, ""gate_len"": 20, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,pre,340,15.06,2.074,51.5,0.521,11.8,924,82,optimize window,"{""stop_atr"": 2.5, ""gate_len"": 20, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,wf,369,8.91,1.385,45.0,0.212,8.8,575,118,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.0, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,pre,624,15.06,1.43,46.3,0.231,9.6,833,118,optimize window,"{""stop_atr"": 2.0, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,wf,213,9.41,1.914,48.4,0.472,10.7,640,89,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.0, ""gate_len"": 20, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,pre,341,15.06,2.071,51.3,0.522,11.8,923,89,optimize window,"{""stop_atr"": 2.0, ""gate_len"": 20, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,wf,215,9.44,1.997,47.9,0.519,11.8,669,75,estimate: optimize yrs x WF trade share,"{""stop_atr"": 1.5, ""gate_len"": 20, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,pre,343,15.06,2.114,50.4,0.552,12.6,934,75,optimize window,"{""stop_atr"": 1.5, ""gate_len"": 20, ""eod_cutoff"": 1, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,wf,186,9.37,1.901,48.9,0.46,9.1,572,69,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.5, ""gate_len"": 20, ""eod_cutoff"": 3, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,pre,299,15.06,2.042,51.2,0.509,10.1,817,69,optimize window,"{""stop_atr"": 2.5, ""gate_len"": 20, ""eod_cutoff"": 3, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,wf,187,9.39,1.889,48.7,0.456,9.1,568,78,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.0, ""gate_len"": 20, ""eod_cutoff"": 3, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,pre,300,15.06,2.031,51.0,0.505,10.1,813,78,optimize window,"{""stop_atr"": 2.0, ""gate_len"": 20, ""eod_cutoff"": 3, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,wf,188,9.41,1.977,48.4,0.504,10.1,597,67,estimate: optimize yrs x WF trade share,"{""stop_atr"": 1.5, ""gate_len"": 20, ""eod_cutoff"": 3, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,pre,301,15.06,2.07,50.2,0.533,10.7,822,67,optimize window,"{""stop_atr"": 1.5, ""gate_len"": 20, ""eod_cutoff"": 3, ""kc_mult"": 1.5}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,wf,861,8.85,1.103,49.2,0.052,5.1,455,498,estimate: optimize yrs x WF trade share,"{""stop_atr"": 3.0, ""gate_len"": 8, ""eod_cutoff"": -3, ""kc_mult"": 2.25}"
289,TTMSQZ,TTMSQZ_3_0_ES30N.py,ES,30m,PASS,candidate,pre,1466,15.06,1.119,48.6,0.061,6.0,657,498,optimize window,"{""stop_atr"": 3.0, ""gate_len"": 8, ""eod_cutoff"": -3, ""kc_mult"": 2.25}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,champion,pre,3936,15.06,1.18,38.5,0.111,28.9,147501,30601,optimize window,"{""gate_ratio"": 1.45, ""gate_len"": 12, ""length"": 8, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,wf,2175,9.02,1.286,38.3,0.176,42.5,13868,1716,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.3, ""gate_len"": 16, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,pre,3631,15.06,1.264,38.1,0.164,39.4,14774,1716,optimize window,"{""gate_ratio"": 1.3, ""gate_len"": 16, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,wf,2091,8.96,1.306,38.4,0.188,43.9,14086,1612,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.15, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,pre,3513,15.06,1.276,37.8,0.172,40.1,14815,1612,optimize window,"{""gate_ratio"": 1.15, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,wf,2443,9.04,1.261,38.0,0.162,43.8,14296,1801,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.3, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,pre,4072,15.06,1.236,37.6,0.147,39.8,14978,1801,optimize window,"{""gate_ratio"": 1.3, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,wf,1716,8.91,1.371,39.4,0.225,43.3,13631,1538,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.3, ""gate_len"": 20, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,pre,2900,15.06,1.342,38.6,0.21,40.5,14605,1538,optimize window,"{""gate_ratio"": 1.3, ""gate_len"": 20, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,wf,1956,8.99,1.322,38.9,0.197,42.9,13605,1457,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.3, ""gate_len"": 18, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,pre,3277,15.06,1.299,38.5,0.184,40.0,14628,1457,optimize window,"{""gate_ratio"": 1.3, ""gate_len"": 18, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,wf,1688,8.93,1.324,38.7,0.199,37.5,12020,1601,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.0, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,pre,2846,15.06,1.289,38.1,0.179,33.8,12480,1601,optimize window,"{""gate_ratio"": 1.0, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,wf,1582,8.74,1.331,40.0,0.199,36.0,11068,1303,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.3, ""gate_len"": 16, ""length"": 16, ""kc_mult"": 1.5}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,pre,2727,15.06,1.269,37.5,0.168,30.5,10637,1303,optimize window,"{""gate_ratio"": 1.3, ""gate_len"": 16, ""length"": 16, ""kc_mult"": 1.5}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,wf,1456,8.94,1.421,39.8,0.253,41.3,12239,1887,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.0, ""gate_len"": 14, ""length"": 20, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,pre,2454,15.06,1.345,37.2,0.216,35.3,11871,1887,optimize window,"{""gate_ratio"": 1.0, ""gate_len"": 14, ""length"": 20, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,wf,1811,9.05,1.343,39.2,0.208,41.7,12729,1854,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.15, ""gate_len"": 14, ""length"": 20, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,pre,3014,15.06,1.283,37.1,0.178,35.6,12353,1854,optimize window,"{""gate_ratio"": 1.15, ""gate_len"": 14, ""length"": 20, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,wf,3054,8.83,1.283,40.2,0.169,58.5,20734,1530,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.45, ""gate_len"": 12, ""length"": 8, ""kc_mult"": 1.75}"
290,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,FAIL,candidate,pre,5208,15.06,1.253,39.3,0.154,53.1,21716,1530,optimize window,"{""gate_ratio"": 1.45, ""gate_len"": 12, ""length"": 8, ""kc_mult"": 1.75}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,champion,pre,482,15.1,2.034,70.7,0.302,9.6,243192,17749,optimize window,"{""trigger"": ""ibs"", ""fill_mode"": ""next_open"", ""hold_cap"": 7, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,candidate,wf,402,9.2,1.582,68.7,0.183,8.0,13980,2381,estimate: optimize yrs x WF trade share,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 6, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,candidate,pre,660,15.1,1.555,69.1,0.171,7.5,15589,2381,optimize window,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 6, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,candidate,wf,376,9.19,1.675,69.1,0.208,8.5,15173,1908,estimate: optimize yrs x WF trade share,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 6, ""mon_drop"": 0.01, ""ibs_entry"": 0.35, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,candidate,pre,618,15.1,1.63,69.6,0.192,7.8,16643,1908,optimize window,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 6, ""mon_drop"": 0.01, ""ibs_entry"": 0.35, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,candidate,wf,396,9.24,1.648,69.7,0.196,8.4,15637,2381,estimate: optimize yrs x WF trade share,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 8, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,candidate,pre,647,15.1,1.608,69.7,0.184,7.9,17143,2381,optimize window,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 8, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,candidate,wf,398,9.25,1.662,69.8,0.2,8.6,15806,2381,estimate: optimize yrs x WF trade share,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 7, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,candidate,pre,650,15.1,1.62,69.4,0.19,8.2,17312,2381,optimize window,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 7, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
