run,famKey,strategy,instrument,timeframe,verdict,source,stretch,n,years,pf,win_pct,evr,ryr,net,dd,wf_years_src,params
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,candidate,wf,369,9.21,1.673,69.6,0.204,8.2,15470,2402,estimate: optimize yrs x WF trade share,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 9, ""mon_drop"": 0.01, ""ibs_entry"": 0.35, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,candidate,pre,605,15.1,1.631,70.1,0.189,7.6,16937,2402,optimize window,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 9, ""mon_drop"": 0.01, ""ibs_entry"": 0.35, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,robust,wf,393,9.28,1.592,69.5,0.181,7.7,14630,2496,estimate: optimize yrs x WF trade share,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 10, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,robust,pre,640,15.1,1.557,69.5,0.17,7.2,16038,2496,optimize window,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 10, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,robust,wf,393,9.22,1.579,69.2,0.178,7.6,14311,2851,estimate: optimize yrs x WF trade share,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 9, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,robust,pre,644,15.1,1.555,69.6,0.169,7.2,15946,2851,optimize window,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 9, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,robust,wf,369,9.27,1.644,69.6,0.196,7.8,15085,2251,estimate: optimize yrs x WF trade share,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 10, ""mon_drop"": 0.01, ""ibs_entry"": 0.35, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,robust,pre,601,15.1,1.596,69.9,0.18,7.1,16323,2251,optimize window,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 10, ""mon_drop"": 0.01, ""ibs_entry"": 0.35, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,robust,wf,373,9.24,1.724,69.4,0.221,8.9,16289,1908,estimate: optimize yrs x WF trade share,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 7, ""mon_drop"": 0.01, ""ibs_entry"": 0.35, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,robust,pre,610,15.1,1.669,69.5,0.204,8.2,17653,1908,optimize window,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 7, ""mon_drop"": 0.01, ""ibs_entry"": 0.35, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,robust,wf,418,9.24,1.422,68.9,0.131,5.9,11413,3098,estimate: optimize yrs x WF trade share,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 5, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
291,TTIBS,TTIBS_1_1.py,NQ,5m,FAIL,robust,pre,683,15.1,1.403,68.4,0.127,5.8,12673,3098,optimize window,"{""fill_mode"": ""next_open"", ""trigger"": ""ibs"", ""hold_cap"": 5, ""mon_drop"": 0.01, ""ibs_entry"": 0.4, ""ma200"": false, ""exit_mode"": ""ibs_exit""}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,champion,pre,2685,15.06,1.175,37.3,0.109,19.5,90642,18550,optimize window,"{""gate_ratio"": 1.15, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,wf,2175,9.02,1.286,38.3,0.176,42.5,13868,1716,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.3, ""gate_len"": 16, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,pre,3631,15.06,1.264,38.1,0.164,39.4,14774,1716,optimize window,"{""gate_ratio"": 1.3, ""gate_len"": 16, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,wf,2091,8.96,1.306,38.4,0.188,43.9,14086,1612,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.15, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,pre,3513,15.06,1.276,37.8,0.172,40.1,14815,1612,optimize window,"{""gate_ratio"": 1.15, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,wf,2443,9.04,1.261,38.0,0.162,43.8,14296,1801,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.3, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,pre,4072,15.06,1.236,37.6,0.147,39.8,14978,1801,optimize window,"{""gate_ratio"": 1.3, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,wf,1716,8.91,1.371,39.4,0.225,43.3,13631,1538,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.3, ""gate_len"": 20, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,pre,2900,15.06,1.342,38.6,0.21,40.5,14605,1538,optimize window,"{""gate_ratio"": 1.3, ""gate_len"": 20, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,wf,1688,8.93,1.324,38.7,0.199,37.5,12020,1601,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.0, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,pre,2846,15.06,1.289,38.1,0.179,33.8,12480,1601,optimize window,"{""gate_ratio"": 1.0, ""gate_len"": 14, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,wf,1582,8.74,1.331,40.0,0.199,36.0,11068,1303,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.3, ""gate_len"": 16, ""length"": 16, ""kc_mult"": 1.5}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,pre,2727,15.06,1.269,37.5,0.168,30.5,10637,1303,optimize window,"{""gate_ratio"": 1.3, ""gate_len"": 16, ""length"": 16, ""kc_mult"": 1.5}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,wf,1456,8.94,1.421,39.8,0.253,41.3,12239,1887,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.0, ""gate_len"": 14, ""length"": 20, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,pre,2454,15.06,1.345,37.2,0.216,35.3,11871,1887,optimize window,"{""gate_ratio"": 1.0, ""gate_len"": 14, ""length"": 20, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,wf,1811,9.05,1.343,39.2,0.208,41.7,12729,1854,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.15, ""gate_len"": 14, ""length"": 20, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,pre,3014,15.06,1.283,37.1,0.178,35.6,12353,1854,optimize window,"{""gate_ratio"": 1.15, ""gate_len"": 14, ""length"": 20, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,wf,1900,9.11,1.33,39.0,0.201,42.0,12965,1288,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.3, ""gate_len"": 16, ""length"": 20, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,pre,3140,15.06,1.281,37.5,0.175,36.6,12839,1288,optimize window,"{""gate_ratio"": 1.3, ""gate_len"": 16, ""length"": 20, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,wf,1784,8.93,1.325,39.0,0.198,39.6,12508,1280,estimate: optimize yrs x WF trade share,"{""gate_ratio"": 1.15, ""gate_len"": 16, ""length"": 16, ""kc_mult"": 1.75}"
292,TTMSQZ,TTMSQZ_3_0_R5NQ5.py,NQ,5m,WEAK,candidate,pre,3010,15.06,1.295,38.4,0.181,36.3,13206,1280,optimize window,"{""gate_ratio"": 1.15, ""gate_len"": 16, ""length"": 16, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,champion,pre,1542,15.06,1.208,48.9,0.106,10.9,70907,21925,optimize window,"{""gate_len"": 8, ""stop_atr"": 2.5, ""eod_cutoff"": -1, ""kc_mult"": 2.25}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,wf,521,9.05,1.664,47.8,0.347,20.0,6946,626,estimate: optimize yrs x WF trade share,"{""stop_atr"": 1.5, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,pre,867,15.06,1.581,45.2,0.318,18.3,7168,626,optimize window,"{""stop_atr"": 1.5, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,wf,509,8.99,1.655,52.3,0.313,17.7,7166,834,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.0, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,pre,853,15.06,1.573,49.6,0.289,16.4,7403,834,optimize window,"{""stop_atr"": 2.0, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,wf,477,9.03,1.671,46.3,0.36,19.0,6726,626,estimate: optimize yrs x WF trade share,"{""stop_atr"": 1.5, ""gate_len"": 16, ""eod_cutoff"": 3, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,pre,796,15.06,1.589,44.5,0.327,17.3,6971,626,optimize window,"{""stop_atr"": 1.5, ""gate_len"": 16, ""eod_cutoff"": 3, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,wf,507,8.99,1.658,54.8,0.297,16.7,7384,1043,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.5, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,pre,849,15.06,1.562,51.8,0.271,15.3,7511,1043,optimize window,"{""stop_atr"": 2.5, ""gate_len"": 16, ""eod_cutoff"": 1, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,wf,468,8.98,1.658,51.1,0.322,16.8,6924,834,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.0, ""gate_len"": 16, ""eod_cutoff"": 3, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,pre,785,15.06,1.575,49.0,0.293,15.3,7163,834,optimize window,"{""stop_atr"": 2.0, ""gate_len"": 16, ""eod_cutoff"": 3, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,wf,466,8.97,1.668,53.9,0.308,16.0,7188,1043,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.5, ""gate_len"": 16, ""eod_cutoff"": 3, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,pre,782,15.06,1.569,51.4,0.277,14.4,7316,1043,optimize window,"{""stop_atr"": 2.5, ""gate_len"": 16, ""eod_cutoff"": 3, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,wf,416,9.07,1.564,44.2,0.315,14.4,5329,606,estimate: optimize yrs x WF trade share,"{""stop_atr"": 1.5, ""gate_len"": 16, ""eod_cutoff"": 5, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,pre,691,15.06,1.497,42.5,0.285,13.1,5513,606,optimize window,"{""stop_atr"": 1.5, ""gate_len"": 16, ""eod_cutoff"": 5, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,wf,411,9.04,1.538,49.1,0.273,12.4,5420,795,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.0, ""gate_len"": 16, ""eod_cutoff"": 5, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,pre,685,15.06,1.467,47.3,0.246,11.2,5559,795,optimize window,"{""stop_atr"": 2.0, ""gate_len"": 16, ""eod_cutoff"": 5, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,wf,409,9.03,1.558,52.3,0.266,12.0,5733,983,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.5, ""gate_len"": 16, ""eod_cutoff"": 5, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,pre,682,15.06,1.472,50.0,0.236,10.7,5777,983,optimize window,"{""stop_atr"": 2.5, ""gate_len"": 16, ""eod_cutoff"": 5, ""kc_mult"": 1.75}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,wf,1199,8.89,1.317,51.6,0.153,20.7,9740,1231,estimate: optimize yrs x WF trade share,"{""stop_atr"": 2.5, ""gate_len"": 8, ""eod_cutoff"": -1, ""kc_mult"": 2.25}"
293,TTMSQZ,TTMSQZ_3_0_NQ15BN.py,NQ,15m,FAIL,candidate,pre,2032,15.06,1.259,49.7,0.131,17.6,9419,1231,optimize window,"{""stop_atr"": 2.5, ""gate_len"": 8, ""eod_cutoff"": -1, ""kc_mult"": 2.25}"
294,ORB,ORB_3_6_F75.py,NQ,5m,PASS,champion,pre,1720,15.18,1.117,46.4,0.063,7.1,57175,26796,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""be_after_R"": 1.0, ""stop_frac"": 2.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.75}"
294,ORB,ORB_3_6_F75.py,NQ,5m,PASS,candidate,wf,1383,9.04,1.331,48.4,0.171,26.1,14642,1424,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.0, ""be_after_R"": 1.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.75}"
294,ORB,ORB_3_6_F75.py,NQ,5m,PASS,candidate,pre,2323,15.18,1.284,47.2,0.15,22.9,14716,1424,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.0, ""be_after_R"": 1.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.75}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,champion,pre,571,15.21,1.627,23.5,0.48,18.0,139799,34948,optimize window,"{""buf_atr"": 0.9, ""cooldown_bars"": 195, ""ema_len"": 1380, ""tl_len"": 238, ""breakeven_R"": 1.5, ""freeze_overnight"": false, ""stop_mult"": 2.0, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 2.7, ""vol_mult"": 0.4, ""atr_len"": 52, ""act_R"": 1.5}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,wf,227,7.9,1.699,25.1,0.524,15.0,4233,1041,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.45, ""atr_len"": 44, ""freeze_overnight"": false, ""tl_len"": 254, ""ema_len"": 1460, ""breakeven_R"": 2.5, ""stop_mult"": 1.9, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 2.1, ""vol_mult"": 0.6, ""cooldown_bars"": 65, ""act_R"": 2.0}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,pre,437,15.21,1.631,26.8,0.462,13.3,4978,1041,optimize window,"{""buf_atr"": 0.45, ""atr_len"": 44, ""freeze_overnight"": false, ""tl_len"": 254, ""ema_len"": 1460, ""breakeven_R"": 2.5, ""stop_mult"": 1.9, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 2.1, ""vol_mult"": 0.6, ""cooldown_bars"": 65, ""act_R"": 2.0}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,wf,282,7.47,2.21,29.4,0.854,32.2,4417,634,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.6, ""atr_len"": 132, ""freeze_overnight"": false, ""tl_len"": 254, ""ema_len"": 500, ""breakeven_R"": 3.0, ""stop_mult"": 1.3, ""trail_frac"": 4.0, ""regime_len"": 30, ""min_brk"": 2.9, ""vol_mult"": 0.0, ""cooldown_bars"": 180, ""act_R"": 1.5}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,pre,574,15.21,1.881,27.2,0.642,24.2,4563,634,optimize window,"{""buf_atr"": 0.6, ""atr_len"": 132, ""freeze_overnight"": false, ""tl_len"": 254, ""ema_len"": 500, ""breakeven_R"": 3.0, ""stop_mult"": 1.3, ""trail_frac"": 4.0, ""regime_len"": 30, ""min_brk"": 2.9, ""vol_mult"": 0.0, ""cooldown_bars"": 180, ""act_R"": 1.5}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,wf,406,7.07,1.677,15.8,0.57,32.7,3742,1035,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.4, ""atr_len"": 24, ""freeze_overnight"": true, ""tl_len"": 250, ""ema_len"": 1500, ""breakeven_R"": 1.0, ""stop_mult"": 1.4, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 0.2, ""vol_mult"": 1.4, ""cooldown_bars"": 135, ""act_R"": 3.0}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,pre,873,15.21,1.501,16.7,0.417,24.0,3917,1035,optimize window,"{""buf_atr"": 0.4, ""atr_len"": 24, ""freeze_overnight"": true, ""tl_len"": 250, ""ema_len"": 1500, ""breakeven_R"": 1.0, ""stop_mult"": 1.4, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 0.2, ""vol_mult"": 1.4, ""cooldown_bars"": 135, ""act_R"": 3.0}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,wf,533,12.03,1.645,25.9,0.478,21.2,3616,511,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.65, ""atr_len"": 116, ""freeze_overnight"": true, ""tl_len"": 234, ""ema_len"": 1580, ""breakeven_R"": 2.0, ""stop_mult"": 1.6, ""trail_frac"": 3.5, ""regime_len"": 0, ""min_brk"": 2.1, ""vol_mult"": 4.0, ""cooldown_bars"": 170, ""act_R"": 2.0}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,pre,674,15.21,1.734,26.0,0.544,24.1,4607,511,optimize window,"{""buf_atr"": 0.65, ""atr_len"": 116, ""freeze_overnight"": true, ""tl_len"": 234, ""ema_len"": 1580, ""breakeven_R"": 2.0, ""stop_mult"": 1.6, ""trail_frac"": 3.5, ""regime_len"": 0, ""min_brk"": 2.1, ""vol_mult"": 4.0, ""cooldown_bars"": 170, ""act_R"": 2.0}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,wf,196,6.67,1.732,26.0,0.542,15.9,3943,1275,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.4, ""atr_len"": 124, ""freeze_overnight"": true, ""tl_len"": 254, ""ema_len"": 1060, ""breakeven_R"": 0.0, ""stop_mult"": 1.8, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 1.9, ""vol_mult"": 2.0, ""cooldown_bars"": 160, ""act_R"": 1.0}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,pre,447,15.21,1.605,28.0,0.436,12.8,4505,1275,optimize window,"{""buf_atr"": 0.4, ""atr_len"": 124, ""freeze_overnight"": true, ""tl_len"": 254, ""ema_len"": 1060, ""breakeven_R"": 0.0, ""stop_mult"": 1.8, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 1.9, ""vol_mult"": 2.0, ""cooldown_bars"": 160, ""act_R"": 1.0}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,wf,392,7.79,1.769,21.4,0.604,30.4,4610,1320,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""atr_len"": 52, ""freeze_overnight"": false, ""tl_len"": 238, ""ema_len"": 1380, ""breakeven_R"": 1.5, ""stop_mult"": 2.0, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 2.7, ""vol_mult"": 0.4, ""cooldown_bars"": 195, ""act_R"": 1.5}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,pre,765,15.21,1.58,22.7,0.448,22.5,4775,1320,optimize window,"{""buf_atr"": 0.9, ""atr_len"": 52, ""freeze_overnight"": false, ""tl_len"": 238, ""ema_len"": 1380, ""breakeven_R"": 1.5, ""stop_mult"": 2.0, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 2.7, ""vol_mult"": 0.4, ""cooldown_bars"": 195, ""act_R"": 1.5}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,wf,389,8.49,1.211,23.4,0.162,7.4,944,1573,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.0, ""atr_len"": 144, ""freeze_overnight"": true, ""tl_len"": 230, ""ema_len"": 1340, ""breakeven_R"": 0.0, ""stop_mult"": 1.4, ""trail_frac"": 4.0, ""regime_len"": 15, ""min_brk"": 3.0, ""vol_mult"": 3.9, ""cooldown_bars"": 100, ""act_R"": 1.5}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,pre,697,15.21,1.182,24.0,0.138,6.3,1058,1573,optimize window,"{""buf_atr"": 0.0, ""atr_len"": 144, ""freeze_overnight"": true, ""tl_len"": 230, ""ema_len"": 1340, ""breakeven_R"": 0.0, ""stop_mult"": 1.4, ""trail_frac"": 4.0, ""regime_len"": 15, ""min_brk"": 3.0, ""vol_mult"": 3.9, ""cooldown_bars"": 100, ""act_R"": 1.5}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,wf,461,7.0,1.747,13.2,0.648,42.7,4056,1053,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.3, ""atr_len"": 172, ""freeze_overnight"": true, ""tl_len"": 234, ""ema_len"": 1220, ""breakeven_R"": 3.0, ""stop_mult"": 0.7, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 2.3, ""vol_mult"": 2.0, ""cooldown_bars"": 45, ""act_R"": 2.5}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,pre,1002,15.21,1.548,14.1,0.471,31.0,4242,1053,optimize window,"{""buf_atr"": 0.3, ""atr_len"": 172, ""freeze_overnight"": true, ""tl_len"": 234, ""ema_len"": 1220, ""breakeven_R"": 3.0, ""stop_mult"": 0.7, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 2.3, ""vol_mult"": 2.0, ""cooldown_bars"": 45, ""act_R"": 2.5}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,wf,366,7.66,2.07,23.2,0.822,39.3,4064,439,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.0, ""atr_len"": 176, ""freeze_overnight"": false, ""tl_len"": 258, ""ema_len"": 1340, ""breakeven_R"": 1.5, ""stop_mult"": 1.7, ""trail_frac"": 4.0, ""regime_len"": 10, ""min_brk"": 1.4, ""vol_mult"": 2.2, ""cooldown_bars"": 130, ""act_R"": 0.5}"
295,ENGU-Q,ENGUQ_1M_ETH_1_0.py,ES,1m,WEAK,candidate,pre,727,15.21,1.756,20.5,0.601,28.7,4034,439,optimize window,"{""buf_atr"": 0.0, ""atr_len"": 176, ""freeze_overnight"": false, ""tl_len"": 258, ""ema_len"": 1340, ""breakeven_R"": 1.5, ""stop_mult"": 1.7, ""trail_frac"": 4.0, ""regime_len"": 10, ""min_brk"": 1.4, ""vol_mult"": 2.2, ""cooldown_bars"": 130, ""act_R"": 0.5}"
