rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
170,9,5206,5.067,1070,4.87,66.7,1.356,0.8,0.6,0.41,1.23,427,5,0,"{'length': 32, 'bb_mult': 2.5, 'kc_mult': 1.5, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 1, 'gate_tf_min': 120, 'gate_mode': 'none', 'gate_bars': 7, 'gate_len': 16, 'gate_ratio': 0.8, 'gate_fired_k': 5, 'direction': 'both'}"
171,100,5667,1.205,7270,0.78,45.0,0.113,0.8,6.6,0.14,0.23,502,4,0,"{'length': 22, 'bb_mult': 1.5, 'kc_mult': 1.5, 'min_sq_bars': 3, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.0, 'eod_cutoff': 8, 'gate_tf_min': 210, 'gate_mode': 'sq_on', 'gate_bars': 12, 'gate_len': 14, 'gate_ratio': 0.8, 'gate_fired_k': 2, 'direction': 'long'}"
172,14,10710,5.154,1714,6.25,78.6,0.89,0.8,0.9,0.52,1.53,859,6,0,"{'length': 20, 'bb_mult': 1.75, 'kc_mult': 1.5, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.5, 'eod_cutoff': 7, 'gate_tf_min': 150, 'gate_mode': 'fired', 'gate_bars': 13, 'gate_len': 24, 'gate_ratio': 1.3, 'gate_fired_k': 6, 'direction': 'long'}"
173,120,8670,1.18,12145,0.71,48.3,0.093,0.7,8.0,0.16,0.25,777,6,0,"{'length': 14, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 3.5, 'eod_cutoff': 7, 'gate_tf_min': 210, 'gate_mode': 'sign', 'gate_bars': 15, 'gate_len': 14, 'gate_ratio': 0.8, 'gate_fired_k': 3, 'direction': 'short'}"
174,77,5054,1.279,4477,1.13,49.4,0.141,0.7,5.1,0.18,0.29,464,5,0,"{'length': 30, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 1, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.0, 'eod_cutoff': 3, 'gate_tf_min': 90, 'gate_mode': 'none', 'gate_bars': 6, 'gate_len': 22, 'gate_ratio': 1.3, 'gate_fired_k': 3, 'direction': 'both'}"
175,37,5126,1.536,6177,0.83,56.8,0.232,0.6,2.5,0.2,0.33,598,6,0,"{'length': 26, 'bb_mult': 2.0, 'kc_mult': 1.25, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 3.0, 'eod_cutoff': 3, 'gate_tf_min': 210, 'gate_mode': 'none', 'gate_bars': 2, 'gate_len': 24, 'gate_ratio': 1.0, 'gate_fired_k': 6, 'direction': 'both'}"
176,71,6331,1.29,7555,0.84,54.9,0.131,0.6,4.7,0.17,0.25,682,5,0,"{'length': 14, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.5, 'eod_cutoff': 6, 'gate_tf_min': 120, 'gate_mode': 'rising', 'gate_bars': 14, 'gate_len': 28, 'gate_ratio': 1.45, 'gate_fired_k': 3, 'direction': 'long'}"
177,37,2302,1.365,2535,0.91,51.4,0.177,0.4,2.5,0.12,0.2,351,5,0,"{'length': 32, 'bb_mult': 2.25, 'kc_mult': 2.0, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.75, 'eod_cutoff': 1, 'gate_tf_min': 90, 'gate_mode': 'rising', 'gate_bars': 8, 'gate_len': 28, 'gate_ratio': 1.05, 'gate_fired_k': 6, 'direction': 'long'}"
178,7,6679,2.354,3958,1.69,42.9,0.774,0.4,0.5,0.25,0.59,1233,0,0,"{'length': 28, 'bb_mult': 2.25, 'kc_mult': 2.0, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 2.25, 'eod_cutoff': 4, 'gate_tf_min': 240, 'gate_mode': 'fired', 'gate_bars': 5, 'gate_len': 26, 'gate_ratio': 0.8, 'gate_fired_k': 4, 'direction': 'both'}"
179,15,3772,1.715,3270,1.15,46.7,0.381,0.4,1.0,0.18,0.37,660,3,0,"{'length': 26, 'bb_mult': 2.25, 'kc_mult': 1.5, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.5, 'eod_cutoff': 8, 'gate_tf_min': 120, 'gate_mode': 'sign', 'gate_bars': 3, 'gate_len': 26, 'gate_ratio': 0.95, 'gate_fired_k': 5, 'direction': 'long'}"
180,10,4919,2.285,3828,1.29,50.0,0.643,0.4,0.7,0.21,0.5,766,4,0,"{'length': 20, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 2.5, 'eod_cutoff': 2, 'gate_tf_min': 150, 'gate_mode': 'fired', 'gate_bars': 14, 'gate_len': 22, 'gate_ratio': 1.15, 'gate_fired_k': 4, 'direction': 'both'}"
181,401,3216,1.021,22376,0.14,40.6,0.012,0.3,26.6,0.03,0.06,652,4,1,"{'length': 14, 'bb_mult': 1.75, 'kc_mult': 2.0, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.25, 'eod_cutoff': 5, 'gate_tf_min': 30, 'gate_mode': 'sign', 'gate_bars': 2, 'gate_len': 24, 'gate_ratio': 1.6, 'gate_fired_k': 1, 'direction': 'short'}"
182,228,3697,1.046,14194,0.26,55.3,0.021,0.3,15.1,0.05,0.07,784,4,0,"{'length': 18, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.5, 'eod_cutoff': 3, 'gate_tf_min': 240, 'gate_mode': 'sign', 'gate_bars': 15, 'gate_len': 28, 'gate_ratio': 0.8, 'gate_fired_k': 1, 'direction': 'long'}"
183,29,2265,1.307,2953,0.77,48.3,0.159,0.3,1.9,0.13,0.25,492,5,0,"{'length': 26, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 1, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.5, 'eod_cutoff': 7, 'gate_tf_min': 90, 'gate_mode': 'none', 'gate_bars': 12, 'gate_len': 24, 'gate_ratio': 1.0, 'gate_fired_k': 3, 'direction': 'short'}"
184,12,2208,1.617,1801,1.23,41.7,0.36,0.3,0.8,0.14,0.29,511,4,0,"{'length': 26, 'bb_mult': 2.25, 'kc_mult': 1.25, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.5, 'eod_cutoff': 1, 'gate_tf_min': 210, 'gate_mode': 'none', 'gate_bars': 4, 'gate_len': 22, 'gate_ratio': 1.2, 'gate_fired_k': 4, 'direction': 'short'}"
185,9,1772,2.001,1006,1.76,55.6,0.445,0.3,0.6,0.17,0.4,442,5,0,"{'length': 32, 'bb_mult': 2.5, 'kc_mult': 1.5, 'min_sq_bars': 6, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.25, 'eod_cutoff': 2, 'gate_tf_min': 60, 'gate_mode': 'sq_on', 'gate_bars': 13, 'gate_len': 16, 'gate_ratio': 1.05, 'gate_fired_k': 3, 'direction': 'long'}"
186,23,3302,1.352,9066,0.36,56.5,0.153,0.2,1.5,0.12,0.19,937,7,0,"{'length': 32, 'bb_mult': 2.25, 'kc_mult': 1.5, 'min_sq_bars': 7, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 3.0, 'eod_cutoff': 5, 'gate_tf_min': 150, 'gate_mode': 'none', 'gate_bars': 2, 'gate_len': 14, 'gate_ratio': 1.0, 'gate_fired_k': 2, 'direction': 'both'}"
187,110,2582,1.062,17472,0.15,49.1,0.031,0.2,7.3,0.05,0.08,746,6,0,"{'length': 28, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 7, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.5, 'eod_cutoff': 4, 'gate_tf_min': 240, 'gate_mode': 'none', 'gate_bars': 7, 'gate_len': 26, 'gate_ratio': 0.8, 'gate_fired_k': 1, 'direction': 'both'}"
188,129,1712,1.041,10032,0.17,45.0,0.023,0.2,8.6,0.03,0.05,590,4,0,"{'length': 18, 'bb_mult': 2.0, 'kc_mult': 1.5, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.5, 'eod_cutoff': 2, 'gate_tf_min': 210, 'gate_mode': 'rising', 'gate_bars': 10, 'gate_len': 14, 'gate_ratio': 1.2, 'gate_fired_k': 1, 'direction': 'long'}"
189,176,2480,1.037,18094,0.14,48.3,0.019,0.2,11.7,0.03,0.05,735,4,0,"{'length': 16, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 3.5, 'eod_cutoff': 3, 'gate_tf_min': 240, 'gate_mode': 'sign', 'gate_bars': 15, 'gate_len': 22, 'gate_ratio': 0.9, 'gate_fired_k': 5, 'direction': 'both'}"
190,36,985,1.126,3159,0.31,41.7,0.073,0.2,2.4,0.05,0.1,373,5,0,"{'length': 22, 'bb_mult': 1.75, 'kc_mult': 1.25, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 3.5, 'eod_cutoff': 0, 'gate_tf_min': 180, 'gate_mode': 'rising', 'gate_bars': 12, 'gate_len': 18, 'gate_ratio': 1.3, 'gate_fired_k': 2, 'direction': 'long'}"
191,8,4508,1.883,2209,2.04,62.5,0.331,0.2,0.5,0.19,0.38,1701,5,0,"{'length': 28, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.25, 'eod_cutoff': 3, 'gate_tf_min': 240, 'gate_mode': 'sign', 'gate_bars': 7, 'gate_len': 20, 'gate_ratio': 1.45, 'gate_fired_k': 6, 'direction': 'short'}"
192,5,1763,1.775,1411,1.25,60.0,0.31,0.1,0.3,0.12,0.27,1137,0,0,"{'length': 20, 'bb_mult': 1.75, 'kc_mult': 1.5, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 3.0, 'eod_cutoff': 7, 'gate_tf_min': 180, 'gate_mode': 'fired', 'gate_bars': 11, 'gate_len': 22, 'gate_ratio': 0.9, 'gate_fired_k': 4, 'direction': 'short'}"
193,146,1841,1.022,21242,0.09,45.9,0.012,0.1,9.7,0.02,0.03,1037,6,0,"{'length': 30, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 3.0, 'eod_cutoff': 7, 'gate_tf_min': 90, 'gate_mode': 'rising', 'gate_bars': 2, 'gate_len': 14, 'gate_ratio': 0.8, 'gate_fired_k': 3, 'direction': 'short'}"
194,8,470,2.537,306,1.54,87.5,0.192,0.1,0.5,0.25,0.4,306,7,0,"{'length': 26, 'bb_mult': 2.5, 'kc_mult': 1.25, 'min_sq_bars': 2, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.5, 'eod_cutoff': 3, 'gate_tf_min': 90, 'gate_mode': 'none', 'gate_bars': 16, 'gate_len': 26, 'gate_ratio': 1.45, 'gate_fired_k': 2, 'direction': 'long'}"
195,18,1315,1.165,3187,0.41,61.1,0.064,0.1,1.2,0.06,0.08,1142,7,0,"{'length': 12, 'bb_mult': 2.25, 'kc_mult': 1.25, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.5, 'eod_cutoff': 5, 'gate_tf_min': 180, 'gate_mode': 'sq_on', 'gate_bars': 4, 'gate_len': 20, 'gate_ratio': 1.35, 'gate_fired_k': 3, 'direction': 'long'}"
196,4,340,1.959,354,0.96,50.0,0.479,0.1,0.3,0.17,0.34,177,0,0,"{'length': 32, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.0, 'eod_cutoff': 5, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 4, 'gate_len': 14, 'gate_ratio': 1.55, 'gate_fired_k': 1, 'direction': 'long'}"
197,97,1071,1.032,9529,0.11,38.1,0.02,0.1,6.4,0.02,0.04,555,4,0,"{'length': 20, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.25, 'eod_cutoff': 5, 'gate_tf_min': 180, 'gate_mode': 'sign', 'gate_bars': 7, 'gate_len': 18, 'gate_ratio': 1.5, 'gate_fired_k': 6, 'direction': 'long'}"
198,98,1619,1.036,10431,0.16,49.0,0.018,0.1,6.5,0.03,0.04,895,3,0,"{'length': 16, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.5, 'eod_cutoff': 3, 'gate_tf_min': 240, 'gate_mode': 'sq_on', 'gate_bars': 0, 'gate_len': 22, 'gate_ratio': 1.3, 'gate_fired_k': 6, 'direction': 'short'}"
199,22,-969,0.872,4511,-0.21,40.9,-0.076,-0.1,1.5,-0.05,-0.07,582,1,1,"{'length': 32, 'bb_mult': 2.0, 'kc_mult': 1.25, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.25, 'eod_cutoff': 1, 'gate_tf_min': 30, 'gate_mode': 'none', 'gate_bars': 6, 'gate_len': 26, 'gate_ratio': 1.5, 'gate_fired_k': 3, 'direction': 'short'}"
200,4,-255,0.646,719,-0.35,25.0,-0.266,-0.1,0.3,-0.11,-0.15,240,0,0,"{'length': 20, 'bb_mult': 2.5, 'kc_mult': 1.5, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.5, 'eod_cutoff': 0, 'gate_tf_min': 210, 'gate_mode': 'fired', 'gate_bars': 4, 'gate_len': 18, 'gate_ratio': 0.9, 'gate_fired_k': 6, 'direction': 'both'}"
201,3,-480,0.359,749,-0.64,33.3,-0.427,-0.1,0.2,-0.24,-0.23,375,0,0,"{'length': 30, 'bb_mult': 2.5, 'kc_mult': 1.5, 'min_sq_bars': 1, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.25, 'eod_cutoff': 8, 'gate_tf_min': 180, 'gate_mode': 'rising', 'gate_bars': 13, 'gate_len': 16, 'gate_ratio': 1.25, 'gate_fired_k': 1, 'direction': 'long'}"
202,1,-71,0.0,71,-1.0,0.0,-1.0,-0.1,0.1,0,0,71,0,0,"{'length': 28, 'bb_mult': 2.25, 'kc_mult': 1.5, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.25, 'eod_cutoff': 6, 'gate_tf_min': 240, 'gate_mode': 'fired', 'gate_bars': 11, 'gate_len': 24, 'gate_ratio': 0.95, 'gate_fired_k': 3, 'direction': 'both'}"
203,2,-426,0.094,471,-0.91,50.0,-0.453,-0.1,0.1,0,0,471,0,0,"{'length': 22, 'bb_mult': 1.75, 'kc_mult': 1.25, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.0, 'eod_cutoff': 4, 'gate_tf_min': 120, 'gate_mode': 'fired', 'gate_bars': 16, 'gate_len': 28, 'gate_ratio': 1.4, 'gate_fired_k': 5, 'direction': 'both'}"
204,83,-1926,0.953,11971,-0.16,44.6,-0.026,-0.1,5.5,-0.04,-0.06,895,5,0,"{'length': 30, 'bb_mult': 1.5, 'kc_mult': 1.75, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.5, 'eod_cutoff': 6, 'gate_tf_min': 240, 'gate_mode': 'sq_on', 'gate_bars': 14, 'gate_len': 18, 'gate_ratio': 1.0, 'gate_fired_k': 4, 'direction': 'short'}"
205,2,-581,0.0,581,-1.0,0.0,-1.0,-0.1,0.1,0,0,291,0,0,"{'length': 30, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.5, 'eod_cutoff': 0, 'gate_tf_min': 180, 'gate_mode': 'none', 'gate_bars': 8, 'gate_len': 26, 'gate_ratio': 1.6, 'gate_fired_k': 2, 'direction': 'short'}"
206,1,-201,0.0,201,-1.0,0.0,-1.0,-0.1,0.1,0,0,201,0,0,"{'length': 26, 'bb_mult': 1.5, 'kc_mult': 1.25, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 3.0, 'eod_cutoff': 8, 'gate_tf_min': 180, 'gate_mode': 'fired', 'gate_bars': 0, 'gate_len': 32, 'gate_ratio': 0.9, 'gate_fired_k': 5, 'direction': 'both'}"
207,1,-363,0.0,363,-1.0,0.0,-1.0,-0.1,0.1,0,0,363,0,0,"{'length': 12, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 7, 'gate_tf_min': 90, 'gate_mode': 'fired', 'gate_bars': 3, 'gate_len': 20, 'gate_ratio': 0.85, 'gate_fired_k': 1, 'direction': 'both'}"
208,1,-216,0.0,216,-1.0,0.0,-1.0,-0.1,0.1,0,0,216,0,0,"{'length': 30, 'bb_mult': 2.0, 'kc_mult': 1.5, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 3.25, 'eod_cutoff': 4, 'gate_tf_min': 240, 'gate_mode': 'fired', 'gate_bars': 15, 'gate_len': 24, 'gate_ratio': 0.8, 'gate_fired_k': 2, 'direction': 'both'}"
209,20,-948,0.907,7083,-0.13,40.0,-0.056,-0.1,1.3,-0.04,-0.06,853,3,1,"{'length': 26, 'bb_mult': 1.75, 'kc_mult': 1.25, 'min_sq_bars': 7, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 8, 'gate_tf_min': 60, 'gate_mode': 'sq_on', 'gate_bars': 1, 'gate_len': 12, 'gate_ratio': 0.8, 'gate_fired_k': 2, 'direction': 'long'}"
210,70,-1663,0.942,13071,-0.13,45.7,-0.032,-0.1,4.6,-0.04,-0.06,750,5,1,"{'length': 14, 'bb_mult': 2.5, 'kc_mult': 1.25, 'min_sq_bars': 3, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 2.0, 'eod_cutoff': 5, 'gate_tf_min': 30, 'gate_mode': 'fired', 'gate_bars': 11, 'gate_len': 20, 'gate_ratio': 1.15, 'gate_fired_k': 5, 'direction': 'both'}"
211,22,-1059,0.798,4126,-0.26,68.2,-0.064,-0.1,1.5,-0.08,-0.09,750,4,0,"{'length': 32, 'bb_mult': 2.5, 'kc_mult': 1.5, 'min_sq_bars': 2, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 2.75, 'eod_cutoff': 0, 'gate_tf_min': 150, 'gate_mode': 'none', 'gate_bars': 14, 'gate_len': 24, 'gate_ratio': 1.3, 'gate_fired_k': 2, 'direction': 'long'}"
212,44,-2687,0.907,20517,-0.13,38.6,-0.057,-0.2,2.9,-0.06,-0.09,1068,3,0,"{'length': 14, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 2.0, 'eod_cutoff': 7, 'gate_tf_min': 90, 'gate_mode': 'sign', 'gate_bars': 5, 'gate_len': 26, 'gate_ratio': 0.9, 'gate_fired_k': 3, 'direction': 'short'}"
213,23,-4643,0.771,13804,-0.34,39.1,-0.14,-0.2,1.5,-0.11,-0.16,1446,4,0,"{'length': 28, 'bb_mult': 1.75, 'kc_mult': 1.75, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.25, 'eod_cutoff': 8, 'gate_tf_min': 120, 'gate_mode': 'rising', 'gate_bars': 10, 'gate_len': 26, 'gate_ratio': 1.3, 'gate_fired_k': 3, 'direction': 'short'}"
214,4,-1129,0.127,1293,-0.87,25.0,-0.655,-0.2,0.3,-0.32,-0.27,431,0,1,"{'length': 14, 'bb_mult': 2.25, 'kc_mult': 1.0, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.75, 'eod_cutoff': 3, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 10, 'gate_len': 18, 'gate_ratio': 1.35, 'gate_fired_k': 6, 'direction': 'short'}"
215,25,-3726,0.809,12635,-0.29,44.0,-0.107,-0.2,1.7,-0.09,-0.11,1395,2,1,"{'length': 28, 'bb_mult': 1.75, 'kc_mult': 2.0, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.5, 'eod_cutoff': 1, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 5, 'gate_len': 20, 'gate_ratio': 1.1, 'gate_fired_k': 2, 'direction': 'both'}"
216,37,-2770,0.869,12849,-0.22,48.6,-0.067,-0.2,2.5,-0.08,-0.1,1111,4,0,"{'length': 18, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.75, 'eod_cutoff': 3, 'gate_tf_min': 240, 'gate_mode': 'rising', 'gate_bars': 5, 'gate_len': 12, 'gate_ratio': 1.0, 'gate_fired_k': 5, 'direction': 'short'}"
217,36,-2382,0.867,14275,-0.17,44.4,-0.074,-0.2,2.4,-0.07,-0.1,898,5,0,"{'length': 14, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 8, 'gate_tf_min': 180, 'gate_mode': 'rising', 'gate_bars': 15, 'gate_len': 18, 'gate_ratio': 1.3, 'gate_fired_k': 1, 'direction': 'short'}"
218,5,-1834,0.008,1834,-1.0,20.0,-0.794,-0.3,0.3,-0.52,-0.39,462,0,0,"{'length': 26, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.0, 'eod_cutoff': 6, 'gate_tf_min': 150, 'gate_mode': 'none', 'gate_bars': 10, 'gate_len': 12, 'gate_ratio': 0.85, 'gate_fired_k': 6, 'direction': 'both'}"
219,5,-12311,0.033,12615,-0.98,20.0,-0.774,-0.3,0.3,-0.53,-0.39,3181,0,0,"{'length': 26, 'bb_mult': 1.5, 'kc_mult': 1.5, 'min_sq_bars': 3, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.25, 'eod_cutoff': 0, 'gate_tf_min': 150, 'gate_mode': 'fired', 'gate_bars': 13, 'gate_len': 20, 'gate_ratio': 0.95, 'gate_fired_k': 3, 'direction': 'short'}"
220,13,-4824,0.156,4899,-0.98,38.5,-0.519,-0.4,0.9,-0.5,-0.45,715,3,0,"{'length': 22, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.25, 'eod_cutoff': 5, 'gate_tf_min': 180, 'gate_mode': 'sign', 'gate_bars': 1, 'gate_len': 24, 'gate_ratio': 1.3, 'gate_fired_k': 3, 'direction': 'both'}"
221,56,-3767,0.814,6927,-0.54,48.2,-0.096,-0.4,3.7,-0.12,-0.17,698,3,0,"{'length': 14, 'bb_mult': 2.25, 'kc_mult': 1.25, 'min_sq_bars': 3, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 0, 'gate_tf_min': 150, 'gate_mode': 'sq_on', 'gate_bars': 3, 'gate_len': 16, 'gate_ratio': 1.25, 'gate_fired_k': 3, 'direction': 'long'}"
222,114,-4339,0.906,21651,-0.2,32.5,-0.063,-0.5,7.6,-0.07,-0.14,601,3,0,"{'length': 16, 'bb_mult': 2.5, 'kc_mult': 1.5, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.25, 'eod_cutoff': 1, 'gate_tf_min': 150, 'gate_mode': 'none', 'gate_bars': 5, 'gate_len': 18, 'gate_ratio': 1.25, 'gate_fired_k': 4, 'direction': 'short'}"
223,58,-5170,0.758,8646,-0.6,36.2,-0.154,-0.6,3.9,-0.17,-0.28,578,4,1,"{'length': 28, 'bb_mult': 1.75, 'kc_mult': 1.25, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.0, 'eod_cutoff': 3, 'gate_tf_min': 30, 'gate_mode': 'fired', 'gate_bars': 5, 'gate_len': 26, 'gate_ratio': 0.8, 'gate_fired_k': 1, 'direction': 'short'}"
224,376,-6195,0.957,23977,-0.26,42.3,-0.025,-0.6,25.0,-0.07,-0.11,662,3,1,"{'length': 30, 'bb_mult': 1.75, 'kc_mult': 2.0, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.25, 'eod_cutoff': 2, 'gate_tf_min': 30, 'gate_mode': 'fired', 'gate_bars': 11, 'gate_len': 26, 'gate_ratio': 1.05, 'gate_fired_k': 2, 'direction': 'both'}"
225,44,-6800,0.623,9230,-0.74,36.4,-0.24,-0.7,2.9,-0.26,-0.33,644,4,0,"{'length': 18, 'bb_mult': 1.75, 'kc_mult': 2.0, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.0, 'eod_cutoff': 2, 'gate_tf_min': 90, 'gate_mode': 'fired', 'gate_bars': 1, 'gate_len': 24, 'gate_ratio': 0.9, 'gate_fired_k': 3, 'direction': 'both'}"
