rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
66,2612,106096,1.087,33390,3.18,50.1,0.044,7.6,173.5,0.35,0.54,932,6,2,"{'or_bars': 1, 'trade_mode': 'Long Only', 'stop_frac': 2.5, 'vpace_filter': 0.7, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 7, 'be_after_R': 1.9, 'atr_filter': 0.6, 'target_R': 7.0, 'flat_eod': False, 'skip_holidays': False}"
67,2264,94578,1.109,47280,2.0,53.4,0.051,7.6,150.4,0.36,0.53,824,4,2,"{'or_bars': 10, 'trade_mode': 'Long Only', 'stop_frac': 1.5, 'vpace_filter': 0.2, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 2, 'be_after_R': 4.0, 'atr_filter': 0.2, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': False}"
68,1803,89134,1.108,37641,2.37,42.2,0.063,7.5,119.8,0.33,0.6,789,5,2,"{'or_bars': 3, 'trade_mode': 'Short Only', 'stop_frac': 1.5, 'vpace_filter': 0.6, 'breakout_buf': 0.5, 'close_confirm': True, 'partial_exit_R': 4.5, 'trail_bars': 5, 'be_after_R': 3.6, 'atr_filter': 0.3, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': True}"
69,1257,120243,1.19,30009,4.01,52.5,0.09,7.5,83.5,0.47,0.69,1062,5,2,"{'or_bars': 11, 'trade_mode': 'First-candle dir', 'stop_frac': 2.5, 'vpace_filter': 1.0, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 2.5, 'trail_bars': 10, 'be_after_R': 1.1, 'atr_filter': 0.9, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': True}"
70,2072,92237,1.114,48279,1.91,52.2,0.054,7.5,137.6,0.34,0.54,819,4,2,"{'or_bars': 5, 'trade_mode': 'Long Only', 'stop_frac': 1.75, 'vpace_filter': 0.1, 'breakout_buf': 0.3, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 13, 'be_after_R': 3.6, 'atr_filter': 0.4, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': False}"
71,3200,112217,1.087,54745,2.05,60.2,0.035,7.4,212.5,0.38,0.51,1008,4,1,"{'or_bars': 2, 'trade_mode': 'First-candle dir', 'stop_frac': 2.25, 'vpace_filter': 0.0, 'breakout_buf': 0.0, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 12, 'be_after_R': 0.5, 'atr_filter': 0.0, 'target_R': 4.0, 'flat_eod': False, 'skip_holidays': False}"
72,949,73359,1.192,18301,4.01,38.6,0.118,7.4,63.0,0.44,0.83,657,6,3,"{'or_bars': 2, 'trade_mode': 'Short Only', 'stop_frac': 1.0, 'vpace_filter': 1.2, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 4, 'be_after_R': 2.6, 'atr_filter': 0.3, 'target_R': 2.5, 'flat_eod': False, 'skip_holidays': False}"
73,3618,103021,1.059,122178,0.84,49.1,0.03,7.2,240.3,0.26,0.39,946,2,1,"{'or_bars': 5, 'trade_mode': 'Both', 'stop_frac': 2.0, 'vpace_filter': 0.1, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 10, 'be_after_R': 2.7, 'atr_filter': 0.5, 'target_R': 5.0, 'flat_eod': True, 'skip_holidays': False}"
74,1049,71887,1.162,48699,1.48,36.6,0.103,7.2,69.7,0.35,0.62,666,3,3,"{'or_bars': 1, 'trade_mode': 'Both', 'stop_frac': 2.25, 'vpace_filter': 1.3, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 4.0, 'trail_bars': 6, 'be_after_R': 0.7, 'atr_filter': 0.5, 'target_R': 5.0, 'flat_eod': False, 'skip_holidays': True}"
75,1413,72810,1.156,21953,3.32,52.5,0.074,7.0,93.8,0.37,0.6,695,4,1,"{'or_bars': 12, 'trade_mode': 'Long Only', 'stop_frac': 1.25, 'vpace_filter': 0.6, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 2.5, 'trail_bars': 14, 'be_after_R': 2.0, 'atr_filter': 0.7, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': True}"
76,2236,95749,1.096,40595,2.36,51.2,0.047,7.0,148.5,0.32,0.49,913,3,1,"{'or_bars': 7, 'trade_mode': 'First-candle dir', 'stop_frac': 1.5, 'vpace_filter': 0.3, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 12, 'be_after_R': 4.0, 'atr_filter': 0.7, 'target_R': 2.0, 'flat_eod': True, 'skip_holidays': False}"
77,1668,24233,1.074,25481,0.95,15.3,0.063,6.9,110.8,0.18,0.38,232,3,2,"{'or_bars': 3, 'trade_mode': 'Short Only', 'stop_frac': 0.5, 'vpace_filter': 0.8, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 4.0, 'trail_bars': 20, 'be_after_R': 0.3, 'atr_filter': 0.8, 'target_R': 4.5, 'flat_eod': False, 'skip_holidays': False}"
78,2105,102006,1.104,36307,2.81,52.9,0.049,6.9,139.8,0.33,0.52,988,4,2,"{'or_bars': 4, 'trade_mode': 'Long Only', 'stop_frac': 2.0, 'vpace_filter': 0.8, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 3.5, 'trail_bars': 4, 'be_after_R': 1.5, 'atr_filter': 0.5, 'target_R': 7.0, 'flat_eod': False, 'skip_holidays': False}"
79,2352,93321,1.091,60113,1.55,51.6,0.044,6.9,156.2,0.32,0.49,902,3,2,"{'or_bars': 6, 'trade_mode': 'Long Only', 'stop_frac': 1.5, 'vpace_filter': 0.2, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 2.0, 'trail_bars': 11, 'be_after_R': 2.2, 'atr_filter': 0.7, 'target_R': 0.0, 'flat_eod': True, 'skip_holidays': False}"
80,1474,103858,1.139,40252,2.58,50.2,0.069,6.8,97.9,0.38,0.61,1015,6,2,"{'or_bars': 4, 'trade_mode': 'First-candle dir', 'stop_frac': 2.25, 'vpace_filter': 1.0, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 2, 'be_after_R': 3.3, 'atr_filter': 0.4, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': True}"
81,1011,88019,1.192,25966,3.39,46.9,0.102,6.8,67.1,0.41,0.63,853,5,2,"{'or_bars': 11, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 1.0, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 8, 'be_after_R': 0.7, 'atr_filter': 0.7, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': False}"
82,3475,82207,1.057,71163,1.16,48.0,0.03,6.8,230.8,0.22,0.33,800,3,1,"{'or_bars': 12, 'trade_mode': 'Both', 'stop_frac': 2.0, 'vpace_filter': 0.5, 'breakout_buf': 0.0, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 16, 'be_after_R': 0.4, 'atr_filter': 0.1, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': True}"
83,1458,82540,1.141,58641,1.41,50.9,0.069,6.7,96.8,0.34,0.53,820,4,2,"{'or_bars': 10, 'trade_mode': 'First-candle dir', 'stop_frac': 2.5, 'vpace_filter': 0.8, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 7, 'be_after_R': 2.9, 'atr_filter': 0.5, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': True}"
84,2670,49707,1.058,19512,2.55,34.8,0.038,6.7,177.3,0.24,0.44,491,5,2,"{'or_bars': 2, 'trade_mode': 'Long Only', 'stop_frac': 0.75, 'vpace_filter': 0.6, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 16, 'be_after_R': 2.5, 'atr_filter': 0.0, 'target_R': 3.0, 'flat_eod': False, 'skip_holidays': True}"
85,1580,77025,1.115,35106,2.19,44.6,0.064,6.7,104.9,0.32,0.54,766,3,2,"{'or_bars': 9, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.2, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 4.0, 'trail_bars': 6, 'be_after_R': 3.7, 'atr_filter': 0.1, 'target_R': 4.5, 'flat_eod': True, 'skip_holidays': False}"
86,2197,90682,1.087,31002,2.93,47.2,0.046,6.7,145.9,0.31,0.49,900,5,2,"{'or_bars': 7, 'trade_mode': 'Both', 'stop_frac': 1.0, 'vpace_filter': 1.0, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 20, 'be_after_R': 3.3, 'atr_filter': 0.5, 'target_R': 3.0, 'flat_eod': True, 'skip_holidays': False}"
87,2492,90612,1.08,63994,1.42,50.0,0.04,6.6,165.5,0.28,0.44,912,5,1,"{'or_bars': 8, 'trade_mode': 'First-candle dir', 'stop_frac': 1.5, 'vpace_filter': 0.1, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 2.5, 'trail_bars': 16, 'be_after_R': 1.4, 'atr_filter': 0.7, 'target_R': 4.5, 'flat_eod': True, 'skip_holidays': True}"
88,1244,35516,1.103,43382,0.82,21.9,0.08,6.6,82.6,0.21,0.46,357,4,1,"{'or_bars': 11, 'trade_mode': 'Short Only', 'stop_frac': 0.5, 'vpace_filter': 0.6, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 15, 'be_after_R': 0.6, 'atr_filter': 0.9, 'target_R': 8.0, 'flat_eod': False, 'skip_holidays': False}"
89,1545,94185,1.119,39433,2.39,46.0,0.064,6.6,102.6,0.34,0.54,951,4,2,"{'or_bars': 3, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 0.2, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 2.5, 'trail_bars': 11, 'be_after_R': 3.7, 'atr_filter': 0.8, 'target_R': 6.0, 'flat_eod': True, 'skip_holidays': True}"
90,2623,92740,1.074,41032,2.26,49.4,0.037,6.5,174.2,0.29,0.43,948,4,1,"{'or_bars': 9, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 0.9, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 12, 'be_after_R': 2.3, 'atr_filter': 0.0, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': False}"
91,2640,102561,1.086,44487,2.31,57.8,0.036,6.4,175.3,0.34,0.46,1069,5,2,"{'or_bars': 4, 'trade_mode': 'First-candle dir', 'stop_frac': 2.25, 'vpace_filter': 0.7, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 6, 'be_after_R': 2.4, 'atr_filter': 0.7, 'target_R': 2.5, 'flat_eod': True, 'skip_holidays': False}"
92,1372,73657,1.127,26357,2.79,44.7,0.07,6.4,91.1,0.33,0.56,762,3,1,"{'or_bars': 10, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.7, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 2, 'be_after_R': 2.2, 'atr_filter': 0.5, 'target_R': 7.0, 'flat_eod': False, 'skip_holidays': False}"
93,1410,71566,1.12,29240,2.45,43.8,0.068,6.3,93.6,0.32,0.53,751,3,2,"{'or_bars': 8, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.4, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 9, 'be_after_R': 1.6, 'atr_filter': 0.3, 'target_R': 6.0, 'flat_eod': True, 'skip_holidays': False}"
94,695,82646,1.288,33999,2.43,52.9,0.135,6.3,46.2,0.5,0.75,878,5,2,"{'or_bars': 10, 'trade_mode': 'First-candle dir', 'stop_frac': 2.0, 'vpace_filter': 1.2, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 19, 'be_after_R': 1.6, 'atr_filter': 0.1, 'target_R': 2.5, 'flat_eod': False, 'skip_holidays': True}"
95,1915,59160,1.104,19157,3.09,54.2,0.048,6.1,127.2,0.32,0.47,649,3,1,"{'or_bars': 8, 'trade_mode': 'Long Only', 'stop_frac': 1.0, 'vpace_filter': 0.3, 'breakout_buf': 0.3, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 0, 'be_after_R': 2.0, 'atr_filter': 0.0, 'target_R': 5.0, 'flat_eod': True, 'skip_holidays': True}"
96,1489,96221,1.134,38163,2.52,54.3,0.061,6.0,98.9,0.36,0.53,1057,4,2,"{'or_bars': 4, 'trade_mode': 'Long Only', 'stop_frac': 2.25, 'vpace_filter': 0.2, 'breakout_buf': 0.0, 'close_confirm': True, 'partial_exit_R': 1.0, 'trail_bars': 16, 'be_after_R': 3.7, 'atr_filter': 1.0, 'target_R': 6.5, 'flat_eod': True, 'skip_holidays': False}"
97,1890,69411,1.102,29584,2.35,53.2,0.048,6.0,125.5,0.33,0.48,771,4,2,"{'or_bars': 9, 'trade_mode': 'Long Only', 'stop_frac': 1.25, 'vpace_filter': 0.7, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 15, 'be_after_R': 3.5, 'atr_filter': 0.2, 'target_R': 1.0, 'flat_eod': False, 'skip_holidays': True}"
98,2286,75748,1.081,32873,2.3,50.8,0.04,6.0,151.8,0.29,0.41,837,3,1,"{'or_bars': 8, 'trade_mode': 'First-candle dir', 'stop_frac': 1.5, 'vpace_filter': 0.6, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 1.5, 'trail_bars': 9, 'be_after_R': 0.7, 'atr_filter': 0.2, 'target_R': 1.0, 'flat_eod': False, 'skip_holidays': True}"
99,870,28257,1.127,46196,0.61,19.4,0.102,5.9,57.8,0.15,0.32,317,3,1,"{'or_bars': 4, 'trade_mode': 'Both', 'stop_frac': 1.5, 'vpace_filter': 0.0, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 14, 'be_after_R': 0.1, 'atr_filter': 1.3, 'target_R': 2.5, 'flat_eod': False, 'skip_holidays': False}"
100,914,111034,1.22,29241,3.8,56.0,0.097,5.9,60.7,0.5,0.73,1253,6,1,"{'or_bars': 2, 'trade_mode': 'Both', 'stop_frac': 2.25, 'vpace_filter': 1.0, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 18, 'be_after_R': 2.3, 'atr_filter': 1.2, 'target_R': 1.0, 'flat_eod': True, 'skip_holidays': True}"
101,485,78127,1.42,21199,3.69,56.1,0.184,5.9,32.2,0.56,0.84,873,5,1,"{'or_bars': 11, 'trade_mode': 'First-candle dir', 'stop_frac': 2.5, 'vpace_filter': 1.2, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 19, 'be_after_R': 2.0, 'atr_filter': 0.9, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': False}"
102,2852,80124,1.06,53594,1.5,48.4,0.031,5.9,189.4,0.24,0.36,901,3,1,"{'or_bars': 6, 'trade_mode': 'First-candle dir', 'stop_frac': 1.5, 'vpace_filter': 0.1, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 6, 'be_after_R': 1.4, 'atr_filter': 0.0, 'target_R': 2.5, 'flat_eod': True, 'skip_holidays': True}"
103,1955,68057,1.094,30357,2.24,51.7,0.046,5.9,129.8,0.27,0.44,764,5,2,"{'or_bars': 9, 'trade_mode': 'Long Only', 'stop_frac': 1.25, 'vpace_filter': 0.4, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 4, 'be_after_R': 0.0, 'atr_filter': 0.4, 'target_R': 6.5, 'flat_eod': False, 'skip_holidays': True}"
104,914,37946,1.134,43948,0.86,27.1,0.098,5.9,60.7,0.22,0.33,425,4,1,"{'or_bars': 12, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 0.7, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 2.5, 'trail_bars': 7, 'be_after_R': 0.1, 'atr_filter': 1.0, 'target_R': 2.0, 'flat_eod': False, 'skip_holidays': True}"
105,2746,65826,1.064,35262,1.87,50.9,0.031,5.7,182.4,0.25,0.35,762,5,1,"{'or_bars': 12, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 0.6, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 1.0, 'trail_bars': 3, 'be_after_R': 2.5, 'atr_filter': 0.2, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': True}"
106,2590,85197,1.059,79214,1.08,44.1,0.033,5.7,172.0,0.24,0.4,993,4,1,"{'or_bars': 1, 'trade_mode': 'Both', 'stop_frac': 2.25, 'vpace_filter': 0.5, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 0, 'be_after_R': 2.7, 'atr_filter': 0.9, 'target_R': 3.0, 'flat_eod': False, 'skip_holidays': True}"
107,656,53843,1.2,50270,1.07,34.8,0.13,5.7,43.6,0.35,0.74,629,4,2,"{'or_bars': 3, 'trade_mode': 'Short Only', 'stop_frac': 0.75, 'vpace_filter': 1.2, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 19, 'be_after_R': 3.7, 'atr_filter': 1.0, 'target_R': 7.5, 'flat_eod': True, 'skip_holidays': False}"
108,1028,72250,1.167,36902,1.96,51.2,0.082,5.6,68.3,0.35,0.52,860,4,2,"{'or_bars': 12, 'trade_mode': 'First-candle dir', 'stop_frac': 2.25, 'vpace_filter': 1.0, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 5, 'be_after_R': 2.4, 'atr_filter': 0.7, 'target_R': 7.0, 'flat_eod': True, 'skip_holidays': True}"
109,2493,76843,1.082,35992,2.14,59.0,0.034,5.6,165.6,0.32,0.41,914,3,2,"{'or_bars': 8, 'trade_mode': 'Long Only', 'stop_frac': 1.5, 'vpace_filter': 0.5, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 3.5, 'trail_bars': 8, 'be_after_R': 2.7, 'atr_filter': 0.6, 'target_R': 0.5, 'flat_eod': False, 'skip_holidays': True}"
110,983,64601,1.183,22498,2.87,54.1,0.084,5.5,65.3,0.33,0.57,782,6,1,"{'or_bars': 9, 'trade_mode': 'Long Only', 'stop_frac': 2.0, 'vpace_filter': 0.5, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 3.5, 'trail_bars': 2, 'be_after_R': 2.0, 'atr_filter': 0.9, 'target_R': 6.0, 'flat_eod': False, 'skip_holidays': True}"
111,2199,25019,1.054,23315,1.07,30.1,0.038,5.5,146.1,0.18,0.36,301,4,2,"{'or_bars': 2, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.5, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 6, 'be_after_R': 0.8, 'atr_filter': 0.0, 'target_R': 2.0, 'flat_eod': False, 'skip_holidays': True}"
112,1409,50601,1.092,31486,1.61,39.0,0.056,5.3,93.6,0.25,0.46,639,3,2,"{'or_bars': 8, 'trade_mode': 'Short Only', 'stop_frac': 0.75, 'vpace_filter': 0.4, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 3, 'be_after_R': 3.8, 'atr_filter': 0.4, 'target_R': 8.0, 'flat_eod': False, 'skip_holidays': False}"
113,1079,48990,1.154,22908,2.14,53.3,0.072,5.2,71.7,0.29,0.49,632,7,1,"{'or_bars': 12, 'trade_mode': 'Long Only', 'stop_frac': 1.5, 'vpace_filter': 0.1, 'breakout_buf': 0.5, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 2, 'be_after_R': 3.1, 'atr_filter': 0.3, 'target_R': 5.0, 'flat_eod': False, 'skip_holidays': False}"
114,2307,69910,1.068,42413,1.65,51.5,0.033,5.1,153.2,0.23,0.34,914,4,1,"{'or_bars': 7, 'trade_mode': 'First-candle dir', 'stop_frac': 2.0, 'vpace_filter': 0.2, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 4.0, 'trail_bars': 4, 'be_after_R': 0.0, 'atr_filter': 0.0, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': True}"
115,1761,19315,1.055,30407,0.64,24.1,0.042,4.9,117.0,0.11,0.31,262,3,1,"{'or_bars': 8, 'trade_mode': 'First-candle dir', 'stop_frac': 2.0, 'vpace_filter': 0.0, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 20, 'be_after_R': 1.1, 'atr_filter': 0.8, 'target_R': 8.0, 'flat_eod': False, 'skip_holidays': False}"
116,1024,48800,1.134,27493,1.78,46.6,0.072,4.9,68.0,0.31,0.52,666,7,1,"{'or_bars': 9, 'trade_mode': 'First-candle dir', 'stop_frac': 0.75, 'vpace_filter': 0.9, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 7, 'be_after_R': 1.2, 'atr_filter': 0.8, 'target_R': 4.5, 'flat_eod': False, 'skip_holidays': False}"
117,3559,70668,1.05,133679,0.53,58.6,0.021,4.9,236.4,0.23,0.31,965,2,1,"{'or_bars': 4, 'trade_mode': 'Both', 'stop_frac': 1.75, 'vpace_filter': 0.6, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 14, 'be_after_R': 3.4, 'atr_filter': 0.4, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': True}"
118,1109,64370,1.178,25335,2.54,64.5,0.063,4.7,73.7,0.45,0.61,918,7,3,"{'or_bars': 1, 'trade_mode': 'Both', 'stop_frac': 2.25, 'vpace_filter': 1.3, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 9, 'be_after_R': 0.5, 'atr_filter': 0.4, 'target_R': 1.5, 'flat_eod': True, 'skip_holidays': False}"
119,1668,59178,1.084,47188,1.25,49.9,0.042,4.7,110.8,0.23,0.36,841,4,1,"{'or_bars': 11, 'trade_mode': 'Both', 'stop_frac': 1.75, 'vpace_filter': 0.9, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 2.5, 'trail_bars': 15, 'be_after_R': 3.2, 'atr_filter': 0.6, 'target_R': 2.0, 'flat_eod': True, 'skip_holidays': True}"
120,1595,60386,1.107,43878,1.38,59.1,0.044,4.6,105.9,0.33,0.45,868,5,2,"{'or_bars': 8, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 1.0, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 10, 'be_after_R': 2.3, 'atr_filter': 0.4, 'target_R': 2.0, 'flat_eod': True, 'skip_holidays': False}"
121,2843,58853,1.048,46773,1.26,50.0,0.024,4.6,188.8,0.18,0.28,855,4,1,"{'or_bars': 7, 'trade_mode': 'Both', 'stop_frac': 1.75, 'vpace_filter': 0.1, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 2.5, 'trail_bars': 2, 'be_after_R': 2.6, 'atr_filter': 0.4, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': True}"
122,1602,51275,1.08,38140,1.34,46.5,0.043,4.6,106.4,0.25,0.41,745,5,1,"{'or_bars': 7, 'trade_mode': 'Long Only', 'stop_frac': 0.75, 'vpace_filter': 0.7, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 2.0, 'trail_bars': 15, 'be_after_R': 3.3, 'atr_filter': 0.9, 'target_R': 3.5, 'flat_eod': True, 'skip_holidays': True}"
123,2113,68546,1.075,40260,1.7,55.9,0.033,4.6,140.3,0.26,0.35,983,3,1,"{'or_bars': 8, 'trade_mode': 'First-candle dir', 'stop_frac': 2.0, 'vpace_filter': 0.1, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 2, 'be_after_R': 3.9, 'atr_filter': 0.8, 'target_R': 4.5, 'flat_eod': False, 'skip_holidays': True}"
124,2468,64480,1.063,61727,1.04,55.6,0.028,4.6,163.9,0.23,0.29,932,4,2,"{'or_bars': 9, 'trade_mode': 'Long Only', 'stop_frac': 2.25, 'vpace_filter': 0.1, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 8, 'be_after_R': 3.6, 'atr_filter': 0.6, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': True}"
125,3299,57367,1.042,69455,0.83,50.5,0.021,4.5,219.1,0.17,0.23,845,4,2,"{'or_bars': 12, 'trade_mode': 'Both', 'stop_frac': 2.5, 'vpace_filter': 0.1, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 1.0, 'trail_bars': 8, 'be_after_R': 3.4, 'atr_filter': 0.1, 'target_R': 2.5, 'flat_eod': False, 'skip_holidays': False}"
126,1477,61389,1.093,41080,1.49,51.5,0.045,4.5,98.1,0.23,0.36,916,4,1,"{'or_bars': 9, 'trade_mode': 'Both', 'stop_frac': 2.25, 'vpace_filter': 0.1, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 2.0, 'trail_bars': 18, 'be_after_R': 3.1, 'atr_filter': 1.0, 'target_R': 8.0, 'flat_eod': False, 'skip_holidays': True}"
127,1678,51492,1.086,36304,1.42,52.8,0.04,4.5,111.4,0.24,0.37,759,5,2,"{'or_bars': 8, 'trade_mode': 'Long Only', 'stop_frac': 1.25, 'vpace_filter': 0.2, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 2.0, 'trail_bars': 3, 'be_after_R': 1.5, 'atr_filter': 0.5, 'target_R': 6.5, 'flat_eod': True, 'skip_holidays': True}"
128,2273,62431,1.069,39074,1.6,56.9,0.03,4.5,151.0,0.26,0.34,918,4,2,"{'or_bars': 8, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 0.6, 'breakout_buf': 0.3, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 15, 'be_after_R': 1.9, 'atr_filter': 0.5, 'target_R': 0.5, 'flat_eod': False, 'skip_holidays': False}"
129,974,66128,1.146,47218,1.4,53.1,0.068,4.4,64.7,0.28,0.46,993,4,1,"{'or_bars': 11, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 0.0, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 3.0, 'trail_bars': 10, 'be_after_R': 3.0, 'atr_filter': 1.1, 'target_R': 3.0, 'flat_eod': False, 'skip_holidays': True}"
130,1405,20347,1.063,23044,0.88,25.0,0.047,4.4,93.3,0.14,0.34,308,6,1,"{'or_bars': 5, 'trade_mode': 'First-candle dir', 'stop_frac': 2.25, 'vpace_filter': 0.3, 'breakout_buf': 0.05, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 15, 'be_after_R': 0.3, 'atr_filter': 1.1, 'target_R': 1.0, 'flat_eod': False, 'skip_holidays': False}"
