rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
66,85,48150,2.72,7259,6.63,11.8,1.518,8.6,5.6,0.24,1.39,373,3,30,"{'er_len': 60, 'er_th': 0.3, 'limit_atr': 0.6, 'tl_len': 86, 'vol_mult': 3.0, 'stop_mult': 1.4, 'act_R': 1.5, 'trail_frac': 3.5, 'buf_atr': 0.4, 'min_brk': 2.9, 'ema_len': 1100, 'atr_len': 180, 'regime_len': 60, 'breakeven_R': 0.5}"
67,3,20238,126.011,162,125.01,66.7,41.67,8.3,0.2,0.56,32.21,162,0,22,"{'er_len': 120, 'er_th': 0.45, 'limit_atr': 1.0, 'tl_len': 86, 'vol_mult': 1.3, 'stop_mult': 1.1, 'act_R': 1.5, 'trail_frac': 2.0, 'buf_atr': 0.85, 'min_brk': 1.9, 'ema_len': 860, 'atr_len': 148, 'regime_len': 95, 'breakeven_R': 3.0}"
68,4359,40784,1.038,50069,0.81,27.1,0.027,8.0,289.4,0.17,0.35,340,4,17,"{'er_len': 40, 'er_th': 0.0, 'limit_atr': 0.75, 'tl_len': 118, 'vol_mult': 2.1, 'stop_mult': 1.0, 'act_R': 3.0, 'trail_frac': 0.5, 'buf_atr': 1.0, 'min_brk': 0.8, 'ema_len': 420, 'atr_len': 76, 'regime_len': 95, 'breakeven_R': 3.0}"
69,856,113779,1.258,38295,2.97,46.1,0.139,7.9,56.8,0.44,0.87,957,6,25,"{'er_len': 30, 'er_th': 0.45, 'limit_atr': 0.4, 'tl_len': 106, 'vol_mult': 1.6, 'stop_mult': 1.7, 'act_R': 2.0, 'trail_frac': 2.0, 'buf_atr': 0.75, 'min_brk': 0.4, 'ema_len': 700, 'atr_len': 60, 'regime_len': 75, 'breakeven_R': 3.0}"
70,245,39251,1.604,18776,2.09,20.0,0.483,7.9,16.3,0.2,1.16,332,4,17,"{'er_len': 120, 'er_th': 0.15, 'limit_atr': 0.75, 'tl_len': 90, 'vol_mult': 4.5, 'stop_mult': 1.4, 'act_R': 3.0, 'trail_frac': 3.5, 'buf_atr': 0.1, 'min_brk': 0.0, 'ema_len': 1180, 'atr_len': 60, 'regime_len': 50, 'breakeven_R': 1.5}"
71,743,62834,1.218,28470,2.21,28.8,0.155,7.6,49.3,0.36,0.87,545,6,29,"{'er_len': 90, 'er_th': 0.15, 'limit_atr': 0.8, 'tl_len': 178, 'vol_mult': 2.8, 'stop_mult': 1.0, 'act_R': 2.5, 'trail_frac': 2.5, 'buf_atr': 0.35, 'min_brk': 3.0, 'ema_len': 1220, 'atr_len': 80, 'regime_len': 90, 'breakeven_R': 3.0}"
72,377,22135,1.408,15374,1.44,26.5,0.3,7.5,25.0,0.27,1.01,196,5,18,"{'er_len': 70, 'er_th': 0.2, 'limit_atr': 0.35, 'tl_len': 58, 'vol_mult': 3.6, 'stop_mult': 0.4, 'act_R': 0.5, 'trail_frac': 1.0, 'buf_atr': 0.4, 'min_brk': 1.8, 'ema_len': 380, 'atr_len': 100, 'regime_len': 5, 'breakeven_R': 3.0}"
73,23,34311,6.741,4227,8.12,17.4,4.742,7.2,1.5,0.39,3.77,315,2,36,"{'er_len': 110, 'er_th': 0.3, 'limit_atr': 0.0, 'tl_len': 166, 'vol_mult': 1.8, 'stop_mult': 0.9, 'act_R': 3.0, 'trail_frac': 2.0, 'buf_atr': 0.5, 'min_brk': 0.3, 'ema_len': 1500, 'atr_len': 144, 'regime_len': 15, 'breakeven_R': 1.0}"
74,1257,25016,1.137,27236,0.92,39.9,0.082,6.9,83.4,0.24,0.5,242,4,18,"{'er_len': 50, 'er_th': 0.1, 'limit_atr': 0.7, 'tl_len': 86, 'vol_mult': 4.6, 'stop_mult': 1.7, 'act_R': 0.5, 'trail_frac': 1.0, 'buf_atr': 0.8, 'min_brk': 0.5, 'ema_len': 1180, 'atr_len': 144, 'regime_len': 20, 'breakeven_R': 1.0}"
75,410,122669,1.355,80359,1.53,30.0,0.248,6.8,27.2,0.35,0.98,1205,5,63,"{'er_len': 60, 'er_th': 0.35, 'limit_atr': 0.7, 'tl_len': 138, 'vol_mult': 0.0, 'stop_mult': 1.4, 'act_R': 0.5, 'trail_frac': 2.5, 'buf_atr': 0.25, 'min_brk': 1.5, 'ema_len': 980, 'atr_len': 152, 'regime_len': 5, 'breakeven_R': 2.0}"
76,377,26917,1.331,12087,2.23,20.4,0.263,6.6,25.0,0.27,0.49,271,5,37,"{'er_len': 120, 'er_th': 0.15, 'limit_atr': 0.8, 'tl_len': 234, 'vol_mult': 3.9, 'stop_mult': 2.0, 'act_R': 0.5, 'trail_frac': 2.0, 'buf_atr': 0.55, 'min_brk': 0.3, 'ema_len': 860, 'atr_len': 92, 'regime_len': 100, 'breakeven_R': 0.5}"
77,383,51117,1.349,15864,3.22,31.3,0.24,6.1,25.4,0.36,0.97,557,5,16,"{'er_len': 60, 'er_th': 0.3, 'limit_atr': 0.35, 'tl_len': 266, 'vol_mult': 3.8, 'stop_mult': 0.8, 'act_R': 2.0, 'trail_frac': 1.0, 'buf_atr': 0.0, 'min_brk': 1.7, 'ema_len': 860, 'atr_len': 52, 'regime_len': 75, 'breakeven_R': 0.0}"
78,719,121966,1.178,50371,2.42,36.4,0.113,5.4,47.7,0.34,0.61,1497,5,28,"{'er_len': 60, 'er_th': 0.3, 'limit_atr': 0.1, 'tl_len': 234, 'vol_mult': 1.3, 'stop_mult': 1.8, 'act_R': 3.0, 'trail_frac': 1.0, 'buf_atr': 0.6, 'min_brk': 1.6, 'ema_len': 1180, 'atr_len': 100, 'regime_len': 15, 'breakeven_R': 2.5}"
79,264,27168,1.369,15360,1.77,17.0,0.306,5.4,17.5,0.26,0.97,336,5,17,"{'er_len': 40, 'er_th': 0.45, 'limit_atr': 0.6, 'tl_len': 218, 'vol_mult': 3.2, 'stop_mult': 0.5, 'act_R': 2.5, 'trail_frac': 2.0, 'buf_atr': 0.95, 'min_brk': 0.9, 'ema_len': 1420, 'atr_len': 60, 'regime_len': 60, 'breakeven_R': 2.0}"
80,19,69069,10.449,3983,17.34,57.9,3.979,5.0,1.3,0.37,4.75,914,4,19,"{'er_len': 90, 'er_th': 0.35, 'limit_atr': 0.1, 'tl_len': 62, 'vol_mult': 2.8, 'stop_mult': 1.3, 'act_R': 2.0, 'trail_frac': 3.5, 'buf_atr': 0.85, 'min_brk': 2.1, 'ema_len': 1620, 'atr_len': 48, 'regime_len': 70, 'breakeven_R': 2.0}"
81,37,23446,4.148,3438,6.82,35.1,2.042,5.0,2.5,0.51,2.35,310,5,30,"{'er_len': 100, 'er_th': 0.35, 'limit_atr': 1.0, 'tl_len': 54, 'vol_mult': 0.4, 'stop_mult': 1.3, 'act_R': 0.5, 'trail_frac': 2.5, 'buf_atr': 0.0, 'min_brk': 0.8, 'ema_len': 260, 'atr_len': 172, 'regime_len': 95, 'breakeven_R': 2.5}"
82,166,30150,1.574,15712,1.92,22.3,0.446,4.9,11.0,0.3,0.57,407,4,20,"{'er_len': 70, 'er_th': 0.35, 'limit_atr': 0.2, 'tl_len': 226, 'vol_mult': 2.9, 'stop_mult': 1.9, 'act_R': 1.5, 'trail_frac': 2.0, 'buf_atr': 0.35, 'min_brk': 1.4, 'ema_len': 1300, 'atr_len': 68, 'regime_len': 65, 'breakeven_R': 0.5}"
83,692,79655,1.167,48118,1.66,39.3,0.102,4.7,45.9,0.3,0.55,1134,7,18,"{'er_len': 100, 'er_th': 0.15, 'limit_atr': 0.15, 'tl_len': 250, 'vol_mult': 2.8, 'stop_mult': 2.0, 'act_R': 1.0, 'trail_frac': 2.5, 'buf_atr': 0.8, 'min_brk': 0.8, 'ema_len': 420, 'atr_len': 80, 'regime_len': 65, 'breakeven_R': 3.0}"
84,186,45765,1.524,43843,1.04,29.6,0.369,4.6,12.3,0.22,0.85,666,6,31,"{'er_len': 120, 'er_th': 0.2, 'limit_atr': 0.25, 'tl_len': 90, 'vol_mult': 1.7, 'stop_mult': 1.8, 'act_R': 2.0, 'trail_frac': 4.0, 'buf_atr': 0.75, 'min_brk': 2.1, 'ema_len': 1060, 'atr_len': 128, 'regime_len': 95, 'breakeven_R': 2.0}"
85,7,29690,14.18,1285,23.1,28.6,9.414,4.4,0.5,0.39,4.85,451,0,19,"{'er_len': 100, 'er_th': 0.35, 'limit_atr': 0.05, 'tl_len': 122, 'vol_mult': 5.0, 'stop_mult': 0.7, 'act_R': 2.5, 'trail_frac': 0.5, 'buf_atr': 0.1, 'min_brk': 2.8, 'ema_len': 1460, 'atr_len': 20, 'regime_len': 20, 'breakeven_R': 0.5}"
86,4,46505,22.11,2203,21.11,25.0,15.833,4.2,0.3,0.28,7.66,734,0,30,"{'er_len': 100, 'er_th': 0.4, 'limit_atr': 0.4, 'tl_len': 98, 'vol_mult': 3.9, 'stop_mult': 0.7, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.3, 'min_brk': 0.0, 'ema_len': 1340, 'atr_len': 160, 'regime_len': 70, 'breakeven_R': 1.5}"
87,487,49906,1.21,22809,2.19,39.0,0.128,4.1,32.3,0.32,0.61,799,6,29,"{'er_len': 110, 'er_th': 0.15, 'limit_atr': 0.65, 'tl_len': 90, 'vol_mult': 2.3, 'stop_mult': 1.8, 'act_R': 3.0, 'trail_frac': 1.5, 'buf_atr': 0.0, 'min_brk': 0.0, 'ema_len': 140, 'atr_len': 160, 'regime_len': 45, 'breakeven_R': 0.0}"
88,30,90495,3.999,12038,7.52,33.3,1.999,4.0,2.0,0.41,2.64,1509,3,35,"{'er_len': 70, 'er_th': 0.45, 'limit_atr': 0.1, 'tl_len': 174, 'vol_mult': 2.2, 'stop_mult': 1.4, 'act_R': 2.5, 'trail_frac': 4.0, 'buf_atr': 0.45, 'min_brk': 2.5, 'ema_len': 1340, 'atr_len': 68, 'regime_len': 95, 'breakeven_R': 3.0}"
89,507,46002,1.181,36309,1.27,34.1,0.12,4.0,33.7,0.26,0.52,759,4,15,"{'er_len': 60, 'er_th': 0.3, 'limit_atr': 0.9, 'tl_len': 230, 'vol_mult': 4.0, 'stop_mult': 1.3, 'act_R': 1.0, 'trail_frac': 2.0, 'buf_atr': 0.8, 'min_brk': 1.5, 'ema_len': 300, 'atr_len': 52, 'regime_len': 0, 'breakeven_R': 2.0}"
90,40,26678,2.895,6087,4.38,22.5,1.468,3.9,2.7,0.3,2.23,454,4,33,"{'er_len': 90, 'er_th': 0.25, 'limit_atr': 0.1, 'tl_len': 110, 'vol_mult': 3.8, 'stop_mult': 0.5, 'act_R': 2.0, 'trail_frac': 0.5, 'buf_atr': 1.0, 'min_brk': 0.4, 'ema_len': 220, 'atr_len': 172, 'regime_len': 75, 'breakeven_R': 2.0}"
91,447,56177,1.246,25689,2.19,49.4,0.124,3.7,29.7,0.39,0.65,1011,5,18,"{'er_len': 40, 'er_th': 0.4, 'limit_atr': 0.3, 'tl_len': 142, 'vol_mult': 3.3, 'stop_mult': 1.8, 'act_R': 2.0, 'trail_frac': 0.5, 'buf_atr': 0.95, 'min_brk': 0.1, 'ema_len': 300, 'atr_len': 132, 'regime_len': 55, 'breakeven_R': 2.5}"
92,17,22811,4.857,3451,6.61,17.6,3.177,3.6,1.1,0.31,2.49,422,2,34,"{'er_len': 120, 'er_th': 0.3, 'limit_atr': 0.3, 'tl_len': 246, 'vol_mult': 4.7, 'stop_mult': 0.7, 'act_R': 1.0, 'trail_frac': 4.0, 'buf_atr': 0.8, 'min_brk': 2.3, 'ema_len': 1060, 'atr_len': 104, 'regime_len': 25, 'breakeven_R': 1.0}"
93,872,27545,1.093,57359,0.48,41.2,0.055,3.2,57.9,0.18,0.33,575,4,34,"{'er_len': 30, 'er_th': 0.25, 'limit_atr': 0.3, 'tl_len': 90, 'vol_mult': 4.8, 'stop_mult': 2.0, 'act_R': 2.5, 'trail_frac': 0.5, 'buf_atr': 0.25, 'min_brk': 3.0, 'ema_len': 1220, 'atr_len': 32, 'regime_len': 90, 'breakeven_R': 2.0}"
94,38,64538,2.852,14176,4.55,34.2,1.219,3.1,2.5,0.31,1.83,1394,4,36,"{'er_len': 80, 'er_th': 0.4, 'limit_atr': 0.6, 'tl_len': 194, 'vol_mult': 2.4, 'stop_mult': 1.3, 'act_R': 3.0, 'trail_frac': 3.0, 'buf_atr': 0.85, 'min_brk': 0.7, 'ema_len': 100, 'atr_len': 84, 'regime_len': 0, 'breakeven_R': 2.5}"
95,253,28983,1.219,28871,1.0,17.4,0.181,3.0,16.8,0.16,0.5,634,6,15,"{'er_len': 50, 'er_th': 0.4, 'limit_atr': 0.05, 'tl_len': 214, 'vol_mult': 3.6, 'stop_mult': 0.9, 'act_R': 2.0, 'trail_frac': 3.0, 'buf_atr': 0.35, 'min_brk': 1.6, 'ema_len': 1540, 'atr_len': 40, 'regime_len': 0, 'breakeven_R': 1.5}"
96,14,22047,5.589,3006,7.33,35.7,2.95,2.7,0.9,0.44,2.22,534,3,42,"{'er_len': 100, 'er_th': 0.35, 'limit_atr': 0.95, 'tl_len': 62, 'vol_mult': 1.4, 'stop_mult': 1.1, 'act_R': 2.0, 'trail_frac': 2.0, 'buf_atr': 0.15, 'min_brk': 1.7, 'ema_len': 1620, 'atr_len': 156, 'regime_len': 70, 'breakeven_R': 1.0}"
